,pretty_comp,kpoint_length_unit
1148,InBF4,45
1149,Sc2AlOs,60
1150,Bi2B2O7,50
1151,NaCaTl2,115
1152,NaErS2,55
1153,KBaCu2,110
1154,H4NClO2,45
1155,AcZnAu2,105
1156,HfTa2Be,100
1157,Hf3(Cu2Si)2,80
1158,BeIr2Se,60
1159,YThRu2,95
1160,K3Sr,80
1161,Ba4LiGe,85
1162,AlWF5,50
1163,AsIr2Rh,65
1164,Ba2CdS3,60
1165,MgO6,50
1166,MgMnO2,55
1167,ZnGeAs2,65
1168,Be2SnP,70
1169,Li2Ce2Ge3,55
1170,PNO,45
1171,DySiRu,80
1172,Ba2YbRuO6,80
1173,NpPd3,60
1174,Al2PdPt,90
1175,MgBeSn,110
1176,Tl2Ge2O7,100
1177,K2AgBi,60
1178,BaLiPd2,70
1179,HgC2(SN)2,45
1180,Yb3DySb3,80
1181,Ba4CdTe,85
1182,BaYSc2,70
1183,TaF5,50
1184,BaAgP,70
1185,TbNi2,75
1186,LiNdTi2O6,55
1187,K2PtSe2,55
1188,YbCu5,95
1189,Ce(WO4)2,50
1190,TaBe2Zn,85
1191,ZnSnAs2,65
1192,TmHfCo2,95
1193,Nd2BiO2,80
1194,LiPm2Ge,70
1195,Sr4Al6TeO2,50
1196,DyMgRh2,65
1197,AlH3,50
1198,Na3HfF7,45
1199,BaNd2CoS5,60
1200,BaCdBi,70
1201,TbTaO4,50
1202,SO2,45
1203,Mg2SiPt,115
1204,KCa2Be,60
1205,Tm2TeO2,55
1206,Pu3Pb,85
1207,Cu2S,65
1208,YBi2IO4,60
1209,Na2Ta4O,45
1210,HfMnBe2,70
1211,Ca2CuSbO6,50
1212,Li2ZnSn,110
1213,LiSnS2,75
1214,CaSn3,125
1215,Pm3Zr,90
1216,Nb3B2,80
1217,UIr2,65
1218,NiAsS,70
1219,NaTaNi,65
1220,RbU2SbS8,75
1221,LiMnVO4,55
1222,Ta2AgF2,45
1223,Ba2S3,75
1224,KBeCo4,70
1225,Sr2CaUO6,50
1226,Na2AlNiF7,55
1227,Ba2Sc2O5,45
1228,Ta2CS2,110
1229,BeTcPt2,115
1230,CeSb,60
1231,RbAuS,50
1232,PmH3,65
1233,FeSnRh2,85
1234,Er5NiPb3,115
1235,NdTlTe2,60
1236,Ti2NiS4,65
1237,BaCaIn,70
1238,K3Mn2F7,45
1239,ErNp3,70
1240,Ba2ZnAg,85
1241,Pm3Ge,110
1242,K3IO,50
1243,Rb3MnF7,50
1244,ScAs,110
1245,Ho2CuRu,75
1246,Ho5Rh3,85
1247,Ba(BiPd)2,95
1248,MgH2SO5,45
1249,ScBe2Bi,70
1250,SmGe3,105
1251,NaCaSiHO4,50
1252,YbO,50
1253,ThCo,100
1254,Sr2MnZn2(AsO)2,65
1255,Li4VF6,55
1256,Tm2CdOs,85
1257,AlAsO4,50
1258,Rb2CrCl4,55
1259,BeZnFe,60
1260,LiBeGe,85
1261,BeTeP4,130
1262,Mn3(OF3)2,50
1263,NaScS2,55
1264,Pr2IrAu,100
1265,Ti4Bi2O,50
1266,Ba2ErRuO6,50
1267,Tm3GaC,80
1268,CaBeCr2,85
1269,NaRe2As,75
1270,K2LiAlF6,45
1271,UB2,80
1272,BeBiF3,60
1273,MgSiO3,50
1274,BeCo2Si,55
1275,LiCaRh,65
1276,V2O3F,80
1277,Ho(AlC)3,65
1278,SmNiB4,75
1279,CaTaTc,70
1280,K2Ca2Be,65
1281,BaCuReO5,120
1282,BaLaMo2,85
1283,MgNiPO5,50
1284,AsPdCl,65
1285,Ba4ZnIr,75
1286,HoCrO4,55
1287,PrZnSn,90
1288,ThP2O7,60
1289,KC2IN2,40
1290,NaGaH8(NF3)2,45
1291,AlCrCo2,60
1292,Be2ReTe,75
1293,YBe2Cr,55
1294,SrAc3,85
1295,Ti3In,65
1296,Tm(SiPt)2,105
1297,Yb(Fe2Ge)2,100
1298,VGaTc2,75
1299,BiN,55
1300,TiBeTe,75
1301,BeGaOs,85
1302,Sr2UO4,70
1303,Nb6Co6Si7,70
1304,Si3Mo,95
1305,BaInMo,60
1306,NdTl3,110
1307,Ba4ErRu3O2,50
1308,LiTlO2,50
1309,CaZrRh2,95
1310,ZrScBe2,95
1311,BaEr2CoO5,70
1312,Mo3Os,125
1313,GaCoRh2,85
1314,TlAgTe,90
1315,VC3,100
1316,Er2Mg,70
1317,Li8NO3,55
1318,BeNbTe,80
1319,Ti(VTe2)2,55
1320,BaTcBi,70
1321,HfH3,70
1322,Zn3Pd,100
1323,Zn2SnO4,55
1324,NaSrHg2,100
1325,Er5Rh3,85
1326,Te2Pd3Pb2,110
1327,Th(TeI)2,50
1328,Ba4TiBr,60
1329,HoInAu2,105
1330,BeRe2Br,100
1331,Ge2O3,50
1332,TiNb3O6,50
1333,BeCd4Se,95
1334,YScZn2,90
1335,CaTbF6,50
1336,In2Si2O7,50
1337,Al2CrCl8,55
1338,PdN2,85
1339,UAlRh,90
1340,Te2MoW3(Se2S)2,50
1341,Na3ClO,50
1342,BaIn2Ir,110
1343,Na3FePCO7,55
1344,Na3SbS4,50
1345,Yb2AgPb,85
1346,B2CN,90
1347,Ca(NiO2)2,65
1348,Be2ZnP,105
1349,Ba4CrTe,75
1350,BeSnIr,85
1351,Ta5B6,110
1352,Ba4YSi,80
1353,YbMoClO4,75
1354,YbBi2BrO4,60
1355,Ag2Se,65
1356,BaZr2Co,70
1357,CdSnRh2,90
1358,Rb2CoF6,45
1359,Ba4GeOs,115
1360,TbAlAg2,70
1361,Li7Si2Ni3O2,55
1362,ErMoClO4,50
1363,Y(MnBe)2,60
1364,Li7BiO6,50
1365,MnSnPt,50
1366,NaHgPO4,55
1367,KYTe2,60
1368,MgTaIr2,65
1369,Ni4N,65
1370,HoTe3,125
1371,YPt3,125
1372,K2NaFeO3,75
1373,SrHo2O4,50
1374,Pr2I5,65
1375,TlInCl3,50
1376,HgSeO3,50
1377,MnBe2Cr,80
1378,Sr3FeN3,60
1379,ThSnAu2,105
1380,DyYCu2,70
1381,Ba(AlGe)2,80
1382,KAlF4,45
1383,TmSi2,75
1384,CoCN2,95
1385,Fe3Re,90
1386,HoMoO4F,50
1387,Re3Tc,100
1388,Li2FeBr4,50
1389,Ba4MnPd,60
1390,CeHfO4,45
1391,PaBr4,50
1392,BH8CN,50
1393,K3SbO4,50
1394,DyTlPd,85
1395,Sr5As3,65
1396,KNa2AuO2,75
1397,TaCuN2,55
1398,Ba3NaIr2O9,55
1399,Hg(CO2)2,45
1400,YbBPd3,75
1401,Ba2AlSn3O7,115
1402,Yb(BiTe2)2,65
1403,Ba2AgBi,105
1404,SmTmHg2,110
1405,Be2InCu,105
1406,ZrBe2Ga,55
1407,MnAlRh2,70
1408,Nb2CS,100
1409,Be2CoGe,60
1410,SnBi3,180
1411,Ba4GaRh,80
1412,PdSeO3,45
1413,LiVP2HO8,45
1414,TlV3(CrS4)2,55
1415,YTmO3,75
1416,K2GeAs2,60
1417,Nd(SiPd)2,95
1418,ErNbRu2,70
1419,BaO,50
1420,UVC2,60
1421,K3H5Pd,50
1422,Ca(FeP)2,60
1423,LuSnRh2,70
1424,Cu3SbSe3,60
1425,CaInCu4,75
1426,Ta4AlC3,70
1427,LiCaBe2,105
1428,RbClO3,45
1429,LaGaAu2,90
1430,MgInNi2,70
1431,BeZnCu4,130
1432,V3Ru,85
1433,Ba2IrO4,75
1434,MnAsPd2,85
1435,Ho2CuPd,75
1436,B2O3,45
1437,ScTaO4,45
1438,KMnCl3,55
1439,Fe(Sb2O)2,50
1440,Cr3Co,75
1441,KNaH2,45
1442,TmCdAu2,90
1443,Tb2Pt,80
1444,Ti2ReNi,55
1445,Be2NbHg,90
1446,KZrF5,50
1447,Rb(BH)6,50
1448,Co2N,55
1449,ScBeBi,85
1450,P2Se5,55
1451,LaSeF,55
1452,Yb2MnSe4,70
1453,ErTa3,110
1454,RbCuCl3,60
1455,NaAuO2,45
1456,Er2Sn2O7,50
1457,NaLi2B(PO4)2,45
1458,ThC,95
1459,NaMg2Tl,115
1460,ClF,45
1461,InFeO3,75
1462,Rb2NbCuS4,50
1463,Nb5Si3B,115
1464,CrHO2,45
1465,BaNaY,90
1466,BePPd2,110
1467,KLi6IrO6,55
1468,KSrBe2,115
1469,LaSiBO5,50
1470,Ho7FeI2,65
1471,RbSrO3,80
1472,HoTlTe2,55
1473,BeGe4Pt,135
1474,BeCuBr,70
1475,ZnCo(SiO3)2,50
1476,Ba4NbZn,75
1477,MnAlTc,55
1478,HfMnRh2,55
1479,Rb2NbAgSe4,50
1480,CaMn2Be,50
1481,NdPt5,125
1482,Dy2TeO6,50
1483,RbIO3,55
1484,Rb2PtCl6,50
1485,Zn(GaO2)2,50
1486,NbCo,95
1487,ErCl3,50
1488,UGe3,80
1489,PaB3,85
1490,BaCo2P2H2O9,45
1491,ReF6,40
1492,Tl2HgGeTe4,50
1493,CeH3(CO2)3,45
1494,Li5Mn3Co2,50
1495,Y2ZnAg,90
1496,SmOs2,110
1497,Ba4HfRe,75
1498,CaSbPt,110
1499,Y2BeSe,80
1500,Ba2In2O5,55
1501,TeOF2,45
1502,MnBeNi2,75
1503,Lu2ZnGa,100
1504,Ta2BAs,95
1505,BaAlCuMoO5,100
1506,BaLiF3,45
1507,ErSb,105
1508,PrCd,105
1509,AgSbTe2,125
1510,Li4Ca3(SiN3)2,50
1511,Ca2AsAu,75
1512,Be2CoPd,90
1513,Zr6Sb2Pt,100
1514,Na2Al2As3,70
1515,Be2FePd,75
1516,TlBSe3,50
1517,YbNi4Au,90
1518,HoLuTl2,120
1519,Fe2SiS4,55
1520,Yb(MnSb)2,55
1521,Ho2SeO2,50
1522,SrBe2Tc,105
1523,Rb2NbF6,45
1524,NaPmTl2,100
1525,Sc2AgIr,75
1526,ZrCoAs,80
1527,Cu2SnTe3,65
1528,Li2Ti3NbO8,55
1529,BeGaRe2,90
1530,Tm2Ni2P7,70
1531,PuRu,60
1532,ZnSbO3,60
1533,NiCl,85
1534,Ba2YB2ClO6,55
1535,USiIr,60
1536,HfGa3,95
1537,ErBi,100
1538,SmCo3B2,80
1539,CaYZn2,80
1540,Fe2As,60
1541,Mg3Ga,110
1542,Li2Fe2S3,55
1543,Li2RuF6,45
1544,HoSnPt,95
1545,NbAs2,65
1546,As2Pt,75
1547,AlTc2Sb,95
1548,NaSmHg2,100
1549,BeFe2Re,60
1550,SnIr,90
1551,NdGa3,120
1552,PmRh3,125
1553,BePtW2,95
1554,Be2TlP,135
1555,Ti3Zn,75
1556,BaNa2Tl,120
1557,LiMn5O3F5,50
1558,ScNi4Au,95
1559,K2P2Pd,80
1560,MgMnRh2,75
1561,NaLi3,90
1562,NaBeMo4,85
1563,Te2W3(SeS)2,55
1564,U(FeP)2,55
1565,Dy5Ge3B,80
1566,K2AgP,60
1567,Li2PrAs2,100
1568,Li2BeGa,125
1569,PrHoMg2,90
1570,K3SiTe3,55
1571,Li(CuP)2,75
1572,Sm2Mg,90
1573,NaCrO2,50
1574,Sr2AgPb,110
1575,Tl2Ru2O7,70
1576,Ba4InGa,80
1577,Li3Cr(CoO3)2,55
1578,Mg3(Al4Cr)2,100
1579,Ho(Al2Fe)4,65
1580,Ag2O3,80
1581,BeFeTc,80
1582,TaPd3,95
1583,K3ScSi2O7,55
1584,Li2BeCl2,45
1585,Sr(H2N)2,45
1586,MgScGa,70
1587,Ba4YRh,70
1588,Cu2SnSe3,65
1589,Ta4MnS8,85
1590,BePtPb,110
1591,IF3,50
1592,TaB2,80
1593,Sm2AlNO3,50
1594,Ti2PtW,85
1595,LiHoSn2,85
1596,Be2AsSe,120
1597,CaSiPt,100
1598,PmRuO3,90
1599,MnVAgO4,50
1600,SrMg,90
1601,Ca(CoN)2,85
1602,KBeIn4,110
1603,Zr3Zn,85
1604,ZnCdSe2,65
1605,KPPdS4,55
1606,Se2Cl2O5,65
1607,TiNiO3,45
1608,TaZnRh2,55
1609,BeSbSe,85
1610,Ba2InBrO3,55
1611,BeCdTe2,110
1612,Nd2Ti2S2O5,55
1613,Ba4NbRu,75
1614,K2PuO4,80
1615,Tl(CuS)2,60
1616,RbRuO3,85
1617,Nd(BOs)4,60
1618,YB2Rh3,115
1619,Ba(ZnAs)2,65
1620,Be2VTe,65
1621,Be2GeP,105
1622,NiSe,75
1623,Ba4TeIr,80
1624,LiHfAu2,65
1625,LiVCrO4,50
1626,NaBe2Cr,90
1627,Cu2Sb,115
1628,Ce2SO2,50
1629,Lu2ZnAg,95
1630,HfBe2Ge,90
1631,Ba2CaCu2HgO6,115
1632,Co(NiSe2)2,55
1633,U(SbO3)2,45
1634,SBr3,90
1635,Lu2ZnHg,90
1636,BeVRh4,70
1637,LiNbRh2,90
1638,BeBi2Ir,90
1639,Nb3Te4,100
1640,Na5SiAs3,65
1641,LiMnBO4,55
1642,Zr2Pd,90
1643,ErTlO2,50
1644,CeNi2,85
1645,Mn2VO4,45
1646,LiDy2Br5,55
1647,LiTaBe2,85
1648,LiAlPt2,85
1649,VFeCoSb,65
1650,Sm3In,105
1651,NaYb(PS3)2,50
1652,V2ReMo,105
1653,Eu2C(NCl)2,55
1654,AcClO,45
1655,K2BaTi,90
1656,MgAlRh2,100
1657,Si(NiO2)2,85
1658,BeTcRh,80
1659,Ba2Ti3AlO8,90
1660,CdIBr,55
1661,Na6MnSe4,80
1662,BeReMo,80
1663,BaCo2Br,75
1664,Ba4BiTe,75
1665,K2RbBi,85
1666,KP(HO)2,45
1667,Ho3GaC,90
1668,YAs,55
1669,Mn2F7,45
1670,PmPd3,125
1671,Ga2NiS4,65
1672,Hg2P3Br,60
1673,SmCuSeO,60
1674,Er(AlGe)2,125
1675,Li2ZnSi,105
1676,Na3Cd2IrO6,60
1677,PrCoO3,85
1678,NdPt3,115
1679,Ca3Pb,95
1680,Ca5P8,50
1681,BeCdSi,130
1682,UCuP2,60
1683,Li2FeSiO5,50
1684,PrAs3,135
1685,ScOs2,100
1686,Rb3Ga,85
1687,GeClF,45
1688,ScSi,75
1689,HfMnO3,50
1690,ZrBe2Pb,65
1691,BeSnCl2,105
1692,ZrBrN,55
1693,NdAl3Pd2,115
1694,Cr3PtN,75
1695,Co3OF5,55
1696,Li5Co2O2F5,65
1697,Li(CO)2,45
1698,YTmMg2,80
1699,HfBe2Fe,55
1700,CI4,45
1701,LiCoSiO4,60
1702,BeCdCo2,85
1703,BeBi2Pb,115
1704,AsIrW2,60
1705,BaNbSe4,100
1706,NaYSe2,55
1707,CuI4,60
1708,RbNpO3,55
1709,Li5Mn2Co3,50
1710,AcCdAg2,105
1711,TcN,85
1712,RbTiBr3,100
1713,HgI2,70
1714,TmBi2IO4,60
1715,BaCaCr,65
1716,Np(Al2Fe)4,55
1717,Ba2YCl7,50
1718,Ba4OsW,100
1719,TbGeO3,90
1720,KTiPS5,55
1721,NaSmS2,55
1722,TiF3,60
1723,BeNbGa4,100
1724,LiScPt2,100
1725,Cr2CoS4,55
1726,CaAlSiH,65
1727,Sn(Mo3S4)2,65
1728,PbSe,60
1729,BeTcIr2,65
1730,TaBeGe2,90
1731,Ba2MgGa,85
1732,Zr2CoPt,105
1733,BaNaMo,65
1734,Li3PrSb2,65
1735,VZnSF5,45
1736,CaCr(GeO3)2,55
1737,RbMnBr3,65
1738,TbPS4,60
1739,Ba4LaBi,75
1740,AlCuTe2,60
1741,YSb,110
1742,Be2Ga2Re,85
1743,Ba2LaV,75
1744,SbBrO,55
1745,GaFeNi2,65
1746,YbAgS2,95
1747,Li(Co3P2)2,55
1748,HoCuAs2,115
1749,Zr(Al2Fe)4,65
1750,DyCdPd2,80
1751,SrTiO3,55
1752,LiTl2InCl6,50
1753,UC2,55
1754,Ba4InPd,90
1755,U(GeRh)2,50
1756,LaNi3Rh2,105
1757,LuB2Ru3,110
1758,HW,95
1759,ReAsPt2,65
1760,NbO2,90
1761,TeMoWSe3,55
1762,LaMnBe2,105
1763,Sc2BeCl,55
1764,FeB2,65
1765,Ag2F,100
1766,Sr(AlTe2)2,55
1767,SrLi2Sn,90
1768,Lu2Ti2O7,55
1769,Cr(InS2)2,65
1770,Ce(CoB)4,70
1771,Sr4Fe4O,60
1772,Sb2Te4Pb,65
1773,SrBeTl,110
1774,YbNdS3,100
1775,TiMn(PO4)2,50
1776,InTeBr,60
1777,Li(PrGe3)2,120
1778,Ba4TlRh,80
1779,ErGePt,100
1780,HgB2As,150
1781,SmSbO4,50
1782,Mg2CoO4,60
1783,HoCo3B2,95
1784,Be2CoP,100
1785,BiSI,65
1786,Tm2CuPd,75
1787,PW,70
1788,Na2CuO2,55
1789,DyBr2,65
1790,BrF5,45
1791,BeTc2Bi,95
1792,Ca2MgPb,100
1793,MgIn3,95
1794,TlCrSe2,100
1795,Mg(Co3P2)2,65
1796,PHN2,40
1797,BaGeCl2,65
1798,CdSnSb2,65
1799,Li3VCrP2(O4F)2,50
1800,BePd3,125
1801,BeCuHg,95
1802,HfSe3,65
1803,FeI2,55
1804,PrPIr,85
1805,ThGa2,80
1806,Al2Si4O,50
1807,Na2PSe3,65
1808,NaAg3O2,50
1809,K2BePb,110
1810,Pm2SiAu,115
1811,NdAlPd,105
1812,HOF,45
1813,Rb2Te5,70
1814,YNiP,60
1815,Pb2Au,105
1816,SbTeClO3,50
1817,Ba4FePd,75
1818,ScBO3,45
1819,BaHfW2,95
1820,NaLiSe,60
1821,SrCuH6O5,45
1822,RhF6,45
1823,Ti4MnBi2,95
1824,Na3N,65
1825,Ti2NbPt,105
1826,Mn3Si,55
1827,TaTiOs2,70
1828,Yb2AgBi,100
1829,MgTi,85
1830,BeZnPb,110
1831,YbErPt2,115
1832,InN,55
1833,BaLaIn2,85
1834,BeCo2Os,60
1835,Nd4MnSe6O,55
1836,ZnO,55
1837,MgZrO3,55
1838,Nd2CdIn,105
1839,Ca2ZnAg,105
1840,Ca3(AlN2)2,55
1841,Ti5Si4,80
1842,Tl6SBr4,75
1843,Ba2Na(NiO2)3,45
1844,BaYbCdSb2,95
1845,YNiF5,75
1846,BaAlCrCuO5,120
1847,K3ZnPCO7,45
1848,Li4FeN2,65
1849,AsP2Cl,125
1850,TbGa,75
1851,Ca3ScCoO6,50
1852,SbCl3F2,45
1853,K2CN2,40
1854,Na2Bi5AuO,60
1855,NiSnF6,50
1856,Be2VMo,90
1857,BaSc2Re,80
1858,Zn(FeO2)2,50
1859,V2O5,50
1860,NbFeTe2,75
1861,K4SnO4,50
1862,Nd3SnN,75
1863,LiMnPO4,45
1864,LiCd2Hg,90
1865,TiPN3,55
1866,HfBeBi,60
1867,Ca5Au3,80
1868,RbPrTe4,70
1869,HgPPt5,105
1870,MgSiN2,45
1871,MnBeTc2,80
1872,LiLuAu2,80
1873,BaZn(AgO2)4,90
1874,LiFe2OF5,50
1875,As2S3,50
1876,U3C,70
1877,NdMgHg2,80
1878,NiPRh,90
1879,Ge3N4,50
1880,Yb5Sb3,95
1881,HfW2,100
1882,NpIn3,70
1883,BaNa2P,75
1884,V2OsRu,90
1885,HoInRh,110
1886,Na2NiO2,50
1887,UCu4Au,55
1888,TmMn2,60
1889,AgAsO2,50
1890,V2InC,60
1891,Re2O7,65
1892,YErZn2,75
1893,RbCaCl3,50
1894,MgW3,100
1895,Ba4BeSn,75
1896,V2NiTe2,55
1897,TlClO3,50
1898,Y(NiO2)2,55
1899,Th2P2O9,50
1900,ZrTi2,75
1901,Ni(BMo)2,55
1902,TbSc,75
1903,RbVCl3,85
1904,BeRePb,55
1905,Cr(SiO3)2,55
1906,TiZnRh2,65
1907,Cr2O5,50
1908,Li2CaMg,95
1909,MgO2,50
1910,Mg(SbO2)2,80
1911,Lu2ZnIr,80
1912,P2Pb3O8,50
1913,KC4N3,45
1914,YbPrPd2,105
1915,ErSbPt,70
1916,K2HfF6,50
1917,Ba2YTaO6,50
1918,CaTiSiO5,50
1919,TaC,100
1920,Sr2BeCo2,85
1921,ZnSi2SnO6,50
1922,Sr2BeOs,80
1923,BeZn2Se,80
1924,HfGaRu2,60
1925,Hf(B2H3)2,50
1926,Na2CdCl4,50
1927,CaGe2O5,50
1928,BeP2Br,105
1929,BaScBr,60
1930,Te2W,60
1931,KHgC2IN2,50
1932,CuMoO4,55
1933,NbPt,95
1934,HfSbRu,85
1935,Ca3Ti2O7,50
1936,Li2Fe(SiO3)2,45
1937,TmH3(CO2)3,45
1938,ScMnBe,55
1939,HoGeIr,80
1940,K(CuSe)2,95
1941,Rb2NaMnF6,45
1942,Mg(BH4)2,45
1943,MnBeCd,75
1944,K2LiBe,95
1945,TbCd3,100
1946,BaVClO3,50
1947,Be2TlNi,90
1948,MgCu(SiO3)2,50
1949,Rb2NbAgS4,50
1950,Li6Br3N,50
1951,KCu4AsS4,50
1952,CdTe,110
1953,Mn2BeRh,80
1954,CeCoGe,60
1955,RbBS2,55
1956,CoSO4,55
1957,BaCaCd,70
1958,Sm2AlZn,105
1959,Y(Al2Cr)4,75
1960,BiTePt,100
1961,BaHfO3,55
1962,Na2TlPb,85
1963,BeVGa4,75
1964,BaRh2Br,80
1965,ErAsPd,95
1966,BeFeP2,100
1967,Zn2Bi2O5,50
1968,V2FeTe4,85
1969,Bi2Pt,115
1970,LiTi2Ir,95
1971,AgBi2Se3Cl,70
1972,HfBe2Fe,70
1973,EuCuBi,90
1974,Rb2PdBr6,55
1975,Li3MnCo3O8,45
1976,TiZnAu2,65
1977,AsRuAu,75
1978,ZrCr2As,65
1979,ScSn3,105
1980,Zr2CuPt,105
1981,SrP3,60
1982,LiLaNb2O7,55
1983,LiSiRh2,105
1984,Ca(ZnSb)2,60
1985,U2Mo2C3,75
1986,SnPb,125
1987,ZnCuMo,65
1988,CeSi3Ru,70
1989,YbCuBi,80
1990,Sn5(BRh3)2,85
1991,Mg2BeFe,65
1992,Ba4SrMn,75
1993,SiO,70
1994,MnS2,90
1995,SnMo3,105
1996,EuTl2Pd,90
1997,V3As,70
1998,MnBe2Tc,65
1999,BeBr2,45
2000,NaClO3,50
2001,PbAu2,75
2002,Be2NbGa,75
2003,CeTe2,70
2004,Li2UI6,50
2005,Sc2BeRh,65
2006,YbCuAs2,110
2007,MnCoSn,80
2008,BaAl9Fe2,105
2009,NbB2,80
2010,SmS,80
2011,AlCuS2,95
2012,Ba(SbAu)2,115
2013,Ba4MgPt,90
2014,ZnPd,100
2015,BeBiTe2,65
2016,KSbF6,50
2017,Rb(SbSe2)2,55
2018,LiNpIr2,75
2019,H2SeO4,50
2020,MgTi3,60
2021,BeCo4Te,60
2022,CeTlZn,70
2023,Li2Mn2O3,50
2024,ScBeSb4,120
2025,ZrBeIn,50
2026,KRb2ScF6,45
2027,Os(SeCl)2,55
2028,FeCuS2,65
2029,H3N,50
2030,BeCr2Pt,70
2031,Na2NiO3,50
2032,Ca(BiO2)4,50
2033,Ca2BrN,50
2034,BaLiNi2,65
2035,MgBeCr,90
2036,MgV2O5,60
2037,Yb(SiPt)2,75
2038,CrB4,65
2039,HoTlO2,50
2040,Ba5Al5Pb,95
2041,NaNiIO6,50
2042,K4MnCl6,60
2043,EuHgPb,80
2044,ZrZn2,90
2045,Ho(HO)3,45
2046,Li3H4Rh,65
2047,Li2TiFe3O8,50
2048,Co(TePd)2,70
2049,Er3TlC,75
2050,TaAs,100
2051,Nd2Cu(GeO4)2,50
2052,Ho2Au,100
2053,SrLiBe2,135
2054,HfC,85
2055,Li5Nb2V5O2,55
2056,MnIr3,120
2057,Li3Sb(PO4)2,50
2058,Ac2S3,50
2059,Tm2Fe2Si2C,65
2060,SrFe2(Se2O)2,55
2061,V3Si,100
2062,ZrBe2Os,60
2063,Na2Zn(H2Se)2,50
2064,KFe2S3,55
2065,LaOF,55
2066,Y3Sn,75
2067,Np(SiAu)2,50
2068,Fe3O5F,55
2069,Be2NiHg,65
2070,Pm2GeAu,120
2071,LiNbRu2,95
2072,UGa2,50
2073,Ba(CrAs)2,60
2074,Nb(SeCl)2,50
2075,Er6MnBi2,65
2076,Lu2HgAu,80
2077,LiMn2O4,50
2078,TbO2,75
2079,PS,80
2080,AcMgCd2,90
2081,BeBiMo2,75
2082,Ba2CaOsO6,80
2083,CeGa,60
2084,ZrSi,95
2085,LiNdHg2,105
2086,LiAg2F6,80
2087,Ta2BeAs,105
2088,ScCdRh2,75
2089,Tb2Sn2O7,50
2090,Cu2PbO2,55
2091,Li(NiO2)2,60
2092,Te2Mo(WS2)3,80
2093,Li5GaO4,50
2094,Ca(MnAs)2,60
2095,YbInPd,125
2096,TiBeOs4,65
2097,MgAsIr2,90
2098,TmZr,70
2099,NdGa3(B2O)2,45
2100,Ba2AlCo3O8,95
2101,K3NaUC3O,50
2102,MnSn,65
2103,GaF3,45
2104,Ba4CoPd,65
2105,LiNiO2,85
2106,KAuBr4,50
2107,HoZnRh,120
2108,TiI4,55
2109,Ba4SbBr,80
2110,Na3Cl,110
2111,TbPt3,105
2112,CaSbAu,65
2113,LuTiGe,90
2114,Rb3CuO2,45
2115,Ba4LaW,60
2116,CdRuO3,80
2117,Yb2Pb,100
2118,NaMg3,105
2119,LiFeO3,60
2120,Ti3SnC2,95
2121,Y3PbC,100
2122,Be2IrPb,110
2123,Be2CuSe,90
2124,BaScNi2,65
2125,SbPt7,110
2126,Ba4PdSe,100
2127,Ca2AgSbO6,50
2128,ErAg(PSe3)2,60
2129,BeZn2Mo,60
2130,ScAg4,70
2131,HfOs2,105
2132,NaSrNb2,70
2133,ThBr4,50
2134,H3BrO,45
2135,BaReBr2,100
2136,BePOs,55
2137,BeMo4Rh,100
2138,CdCuPd2,55
2139,MoCl4O,50
2140,CeOs2,90
2141,SnPSe3,60
2142,CeB2C,55
2143,NdMnPO,60
2144,Mg(VN)2,70
2145,BaPb,120
2146,Ca2BeBr,75
2147,CdB2As,135
2148,Li5(NiN)3,95
2149,LaPO4,45
2150,Be2NbBi,80
2151,Ba(MnGe)2,65
2152,K2Cd2O3,55
2153,Ba4MnNb,70
2154,Ca5Zn3,85
2155,Tm2AlSi2,80
2156,YBrO,45
2157,WBr4O,55
2158,CaBePb,95
2159,BeCr4W,85
2160,K2Ni3S4,50
2161,PPbS3,55
2162,Mg2Sn3O8,50
2163,HoBO3,45
2164,Ba4YCu,75
2165,Np3In,60
2166,TaP,105
2167,BPO4,40
2168,Li2TlAu,105
2169,TaFeO4,55
2170,Dy4InRh,95
2171,CaAgAs,90
2172,CaBePb,85
2173,Sr2ScBe,70
2174,Ca3P2,60
2175,LuGa3,130
2176,SnSe2,60
2177,HoAu3,90
2178,Ba2AlFe3O8,70
2179,TmTaOs2,70
2180,YMgCu,105
2181,Li2CdAu,100
2182,LiCuAg2,60
2183,Ba2YbSbO6,50
2184,Ca(CuO2)2,60
2185,YB6,90
2186,MnBe2Os,55
2187,BaNa2Sb,110
2188,Ba4CaIr,75
2189,ScGeRh2,85
2190,Ca(InTe2)2,55
2191,CaBeIn2,135
2192,BaSc4Rh,70
2193,TaBeIn4,95
2194,Tl3Br,115
2195,Lu8Te,100
2196,LiAgC2,55
2197,ScMnRh2,55
2198,HfSiNi,55
2199,CaBiB,105
2200,BiRh,90
2201,Tb2Au,80
2202,Er2Mo2C3,90
2203,Ti3Al,65
2204,Ga(MoSe2)4,60
2205,BaVHg,55
2206,Ba4MnSn,90
2207,Nd2Mo2O7,60
2208,Mo2AsW,75
2209,LiCuF3,45
2210,Si2O,95
2211,Cd2AgRh,105
2212,CaBe2Si,105
2213,BeZn2Pb,125
2214,Ba4GeRu,110
2215,NaZnAs,65
2216,LiBeZn,80
2217,Fe5SnO8,45
2218,MnFe2Si,55
2219,KInBr3,55
2220,Co(PtO2)3,75
2221,BBr3,50
2222,KNaNdNbO5,55
2223,RbSbO3,90
2224,BaGaGeH,70
2225,BaZrPb,90
2226,SmAu3,105
2227,NaSr2In,75
