,pretty_comp,mbj_bandgap
3608,Al2Tc,0.0218
3609,MgBeBr2,0.0166
3610,Na2YPCO7,6.0758
3611,HfSnPd,0.3852
3612,Ca3SnS5,1.6880000000000002
3613,CdO,1.5115
3614,Nd5AgS8,1.9828
3615,Na4Ti3O8,2.7118
3616,PdN,0.005
3617,CeTe,0.0003
3618,Na2PdC2,1.3339
3619,LuBr,0.0266
3620,TmSbPt,0.4287
3621,SnRh,0.0204
3622,TaBO4,4.6558
3623,K3AlH6,5.471
3624,Na2ZrSe3,1.9003
3625,Zr2Au,0.0014
3626,SrC2,2.9130000000000003
3627,YCuO2,2.8853
3628,Zr(PS3)2,2.012
3629,LiErO2,6.4494
3630,Ca2BeW,0.0047
3631,NdTmMg2,0.0555
3632,Sc2ZnSe4,0.9541
3633,K3GeSe3,2.8527
3634,Ba2Ti3O8,1.7171
3635,MgBeGe,0.0056
3636,Mg2SiO4,6.5565
3637,Si3Sb2O9,5.7226
3638,Mn3TeO8,0.0069
3639,BeCoPd2,0.0077
3640,SmCuO3,0.086
3641,Ho2OsPd,0.0249
3642,CuSnRh2,0.071
3643,CaPtO3,1.4503
3644,SbSI,1.2201
3645,SmCo3B2,0.0088
3646,ErMoClO4,3.5475
3647,BaYAgTe3,1.1094
3648,H6RhN5(Cl2O)3,1.7029
3649,RbDyO2,5.4721
3650,NbNO,2.2092
3651,TaPd,0.0008
3652,Li3NdSb2,0.203
3653,Sr3BiAs,0.6026
3654,LuTlTe2,1.099
3655,PW,0.0242
3656,NaCu3,0.0148
3657,B2(CN2)3,2.8887
3658,ReNCl4,1.7606
3659,Ba4NbRu,0.0042
3660,Be2CrRh,0.0023
3661,NaB(H4N)2,7.5438
3662,NaGaH4,7.247000000000001
3663,BeCu,0.0471
3664,Pr3Se4,0.0119
3665,Al3V,0.0068
3666,MnBe2Sn,0.0074
3667,AgClO3,4.1749
3668,Ba2BiBr,1.2865
3669,BaWBr,0.1969
3670,InS,1.8009
3671,AlB3N4,5.0173
3672,Na4GeO4,5.9719
3673,Mn3(OF)2,0.3194
3674,Sr3As2,0.5208
3675,Yb4Cl6O,7.5359
3676,NaLi2Pb,0.0458
3677,RbBeO3,0.0291
3678,BeNiPd2,0.0027
3679,KNa2BN2,3.9277
3680,Ni4W,0.0016
3681,CS4,3.227
3682,Ca2Pt3O8,1.3277
3683,ErSb,0.1921
3684,Ba2MgZn,0.0267
3685,ZnCu3H6(ClO3)2,0.0245
3686,ZrSiO4,4.5839
3687,KBa4Ru,0.0064
3688,Sm(HO)3,6.1258
3689,Ca2AsI,2.0037
3690,Ba4MoCl,0.1282
3691,TiBeCd2,0.0054
3692,CaC2,2.6210000000000004
3693,K2SnBr6,2.3389
3694,H8Pt(NCl3)2,2.3496
3695,AsPtAu,0.0103
3696,NbAlPt,0.0584
3697,KAuF6,2.1403
3698,YF3,6.9308
3699,K3Bi,1.2375
3700,PrIO,4.7346
3701,BeSiN2,5.1676
3702,Li2PmIn,0.1161
3703,Ca(ZnSb)2,0.4085
3704,SmBS3,3.2822
3705,ThSb,0.0412
3706,NaBeAs,2.3225
3707,Lu2AgOs,0.0357
3708,SmCuSeO,2.3454
3709,LiVFeO4,0.0158
3710,BC,0.0092
3711,BaGa2,0.0113
3712,MnSnPd2,0.0116
3713,BaNbCr2,0.0069
3714,Li4Ca2Mg(SiN3)2,4.2772
3715,K3Ho,0.0227
3716,MgH6(CO3)2,6.8594
3717,Er2Fe2Si2C,0.0047
3718,TbZr,0.0098
3719,Ti(FeO2)4,0.0046
3720,AuI,2.1208
3721,GeS2,3.1314
3722,Ba2TlCl,0.0178
3723,Mg3Mn,0.0361
3724,Ca2GeO4,5.8891
3725,YCuF5,6.4087
3726,BeVSe,0.0112
3727,Na3SbO3,4.9773
3728,TbCo2,0.0049
3729,Ca3N2,1.2686
3730,Zn2PHO5,5.5724
3731,Sr2Sb,0.0104
3732,Sr2IN,2.6845
3733,TiFeSi,0.0177
3734,Be2NbNi,0.0097
3735,FeSiRu2,0.0076
3736,TlGaSe2,1.1585
3737,Li2Mn2O3,0.0102
3738,Sr3Sb2,0.5366
3739,BaTaMn2,0.0029
3740,LuP5,0.7523
3741,Na2Zn2O3,3.0513
3742,PrNbO4,4.3089
3743,Dy2CdSe4,1.8413
3744,K2Be2O3,6.4327
3745,TiBeW,0.0037
3746,TiCuHg2,0.0144
3747,Sm2CdS4,2.8117
3748,Na2Hf2O5,4.8021
3749,ZrBrN,2.2441
3750,ZrZnAs,0.012
3751,Tl2CS3,2.1297
3752,Sc4C3,0.5766
3753,Ho2CdS4,2.1937
3754,NaPmTl2,0.0086
3755,ZrTe,0.14800000000000002
3756,Li3CuSbO5,0.3817
3757,NaB5,0.6089
3758,Ni2Mo,0.0003
3759,PmBiPd2,0.0246
3760,YH3(CO2)3,5.8812
3761,ErTaOs2,0.0838
3762,BaSO4,7.5763
3763,Ca4Sb2S,1.5743
3764,Ba4CdRu,0.014
3765,PICl6,2.8146
3766,Bi2SeO5,4.2462
3767,LiBiS2,0.9389
3768,VAg(PSe3)2,0.4059
3769,DyBr3,3.9498
3770,NaVS2,0.0642
3771,Ba(SbO2)4,0.0738
3772,K2PtC2,1.6095
3773,MgSc2Al,0.0144
3774,DyBO3,6.8554
3775,Ag8S,0.0108
3776,Li8PbO6,3.463
3777,TmBi2IO4,2.8099
3778,SbCl4F,2.3975
3779,Rb3BP2,2.7418
3780,ScS,0.0065
3781,Lu6Sb2Mo,0.0262
3782,NbSiIr,0.0054
3783,Ba4VBr,0.0324
3784,Rb2TlInCl6,3.1948
3785,DyMoClO4,3.6004
3786,VF4,0.6915
3787,ErSbPt,0.4083
3788,Tl3VO4,2.7008
3789,NaNbN2,1.378
3790,SrSnO3,2.9594
3791,TbN,1.0105
3792,Ba3Nb2O8,5.2577
3793,CuBr,1.5402
3794,NaMgH3,5.8803
3795,Pu(CuSi)2,0.0024
3796,Zn(GaSe2)2,2.839
3797,Nd2Ta2Cl2O7,4.2273
3798,BeCo2Rh,0.0008
3799,IO3,2.3978
3800,Nd3SnC,0.066
3801,GaTe,1.0468
3802,ZrNiSn,0.5014
3803,Na3SbSe4,2.0591
3804,Si2W,0.0753
3805,AlPd,0.023
3806,Li3VF8,2.1343
3807,Sc2Si2O7,5.2679
3808,Eu(PRh)2,0.0036
3809,PrBi2BrO4,2.7159
3810,Li4NCl,2.9192
3811,Hg2P3Br,1.7246
3812,Fe4C,0.0078
3813,AgPbBrO,2.0804
3814,TbGa,0.0039
3815,TiGaIr2,0.0299
3816,NaCN,7.0219
3817,K3AsSe4,2.1229
3818,MgS2O7,8.0494
3819,ErNiC2,0.0271
3820,VCoSb,0.0147
3821,CaPS3,3.8922
3822,AlH3,3.7313
3823,TiGaNi2,0.0314
3824,KLi3PbO4,2.6827
3825,SmCuSn,0.1063
3826,Lu2NiRu,0.0077
3827,WCl4O,2.555
3828,KP2AuS7,1.9068
3829,Ag2SnHgSe4,0.4893
3830,H4NClO,7.2476
3831,MgAlPO5,7.8043
3832,MnTl2SnTe4,0.0032
3833,MnNiSb,0.0247
3834,Li6V(OF)3,0.6703
3835,Na2CdCl4,6.0096
3836,Cd4SF6,3.5642
3837,SrCuF4,6.3953
3838,Tb(CoB3)2,0.002
3839,BaLiTl,0.0176
3840,CaPrAg2,0.0121
3841,InAuO2,1.1618
3842,TeBr2,1.6049
3843,SrHfO3,5.4374
3844,MnN,0.0005
3845,LiNbSe2,0.8321
3846,Li2PbO3,2.0974
3847,Zn(PtO2)3,0.6706
3848,SrBeBi,0.0089
3849,Er3GaS6,2.9947
3850,Mn2GaCo,0.0454
3851,PrCoGe,0.0136
3852,Ce(SiPt)2,0.0005
3853,Ca3(FeN2)2,0.0109
3854,Al3Te3I,2.5631
3855,RbPrTe4,0.9355
3856,HoSi,0.0039
3857,Mo3W(Se3S)2,0.3896
3858,Sr(DyS2)2,2.6087
3859,ICl,2.4554
3860,BaWCl,0.1193
3861,HfIN,1.67
3862,Ta2Zn2SnO8,3.1815
3863,TiAlFeCo,0.1778
3864,TbHO2,6.4347
3865,SrCaIn2,0.0343
3866,ScSnAu,0.0251
3867,HfCu3,0.0086
3868,Ca4PdO6,1.9845
3869,Sr(ScS2)2,1.9018
3870,BaF2,9.2842
3871,Ba2AsAu,0.9202
3872,DyB6,0.0232
3873,HfPd,0.0121
3874,BiF5,0.0124
3875,Rb3Tc,0.0726
3876,PrCuO2,2.6374
3877,BaBeSiO4,7.3364
3878,MnGeO3,7.6603
3879,NdAs,0.3055
3880,CaSi2SnO6,4.3107
3881,TiBe2Pb,0.0053
3882,CdGeO3,2.4314
3883,HoSbPt,0.3979
3884,TiBeSe2,0.0019
3885,HoScO3,5.3969
3886,SrZr2Nb,0.0058
3887,KScO2,4.9
3888,NaZnP,1.7558
3889,Mo2W(Se2S)2,1.1456
3890,SnC,1.4340000000000002
3891,NaPN2,6.4713
3892,K2BeTe,0.3511
3893,Tb(FeB)2,0.0038
3894,YbSnPd2,0.0207
3895,Cd3(ClO)2,2.8731
3896,ZrPbO3,3.9796
3897,HoTaO4,5.3012
3898,NbGaO4,3.9808
3899,Cd(AsO3)2,3.6901
3900,Al2Te5,1.5474
3901,NbBO4,3.0129
3902,MgGeO3,3.9731
3903,Pr2ZnIr,0.0214
3904,Al2Te3,2.2727
3905,KBaSiHO4,6.6935
3906,LiHfAs,0.0068
3907,Ca5As3O2F,6.0662
3908,Sr4Zn3F4,7.3854
3909,CaSbF6,5.5012
3910,TbS,0.0072
3911,Rb3MgH5,4.5357
3912,NaNbS2,1.1504
3913,TaTiMn2,0.0116
3914,NdGa3(B2O)2,6.5464
3915,YMoClO4,3.6058
3916,Be2WSe,0.0334
3917,ScBPd3,0.0129
3918,TbGa2,0.009000000000000001
3919,CrAgO2,0.0068
3920,Be(HO)2,7.591
3921,AlZnIr2,0.0343
3922,AlHO2,6.5194
3923,Be2ZnRu,0.0186
3924,Al6C3N2,0.3675
3925,Pr2PbS4,2.6575
3926,Ba2YZn,0.0376
3927,CuCO3,0.0786
3928,MgCrO3,0.0022
3929,Na2(CdSi)3,4.7177
3930,RbAuN2,1.6239
3931,TiBeCo2,0.0052
3932,2-Feb,0.0119
3933,PAuClF3,4.4432
3934,FeSn2(CN)6,3.8428
3935,NdS,0.0193
3936,Ti4Bi2O,2.5980000000000003
3937,Ba2ZnN2,1.0822
3938,Na3CuCSO7,2.3938
3939,BaZnP2,0.0047
3940,Ba(BS2)2,3.5862
3941,BeCo4Pt,0.011
3942,FeTe2,0.0411
3943,BaSr2Ca,0.0045
3944,Pm5Mg,0.0173
3945,RbAuS,3.313
3946,K4Au6S5,2.5540000000000003
3947,LiCu2Pd,1.3236
3948,Sc3Si3Ni,0.0071
3949,KTbGeS4,3.4115
3950,CoSe,0.0068
3951,Ho7FeI2,0.3455
3952,PdS2,0.0251
3953,P2Pd,0.4997
3954,NbAgF6,2.0551
3955,Ge2S3I2,3.2203
3956,BrCl,2.8975
3957,RbHoS2,3.5441
3958,Ba2YZr,0.0187
3959,NaH,7.2051
3960,Ca(AuO2)2,1.9399
3961,NbAgO3,1.6399
3962,NaMgSb,1.7263
3963,V3Ni,0.0055
3964,K2Mg2Si2O7,7.2414
3965,PrBN2,2.9825
3966,CaTi2O5,3.3601
3967,Sc2AgOs,0.015
3968,Li4VTe3O2,0.0618
3969,Pd(Se3Cl)2,1.5624
3970,CaAlSiO4F,7.6149
3971,CoI2,0.0045
3972,KBrO3,4.7787
3973,K2PtBr4,2.0036
3974,Rb3BrO,2.2030000000000003
3975,TmHg,0.031
3976,BiBO3,4.5232
3977,Ga2TeO6,2.1685
3978,Sm2Zr2O7,4.4428
3979,SmSbO4,3.3766
3980,Sn3As4,1.1383
3981,NdTlS2,2.206
3982,TbBPd3,0.0046
3983,Li2AlVO4,0.2809
3984,SbHO3,2.1526
3985,PrPtF7,2.5836
3986,Be2ZnW,0.0078
3987,KPF6,9.807
3988,BaBiBO4,4.582
3989,HfMnBe2,0.0122
3990,Y2Ti2O7,3.1149
3991,U(SiPt)2,0.0011
3992,CN2,5.9486
3993,TaBeIn,0.0041
3994,Na4I2O,3.7058
3995,Pr3Al,0.009000000000000001
3996,Be2HgPd,0.0282
3997,RbF,8.9935
3998,PmGaAg2,0.0718
3999,NaCr2O4,0.0025
4000,KRb2MoF6,2.5786
4001,KInO2,4.0632
4002,Na5CoO4,0.4598
4003,H6CIN,5.6738
4004,Tb4Se3N2,1.9966
4005,Mg(BeAs)2,1.2671
4006,KHSeO3,5.892
4007,BePIr,0.0203
4008,LiTiBe2,0.0061
4009,AgF,2.0894
4010,ScPO4,4.8610000000000015
4011,BaCaTl,0.0426
4012,Ga(MoS2)4,1.3346
4013,NaAuF4,2.3875
4014,Be2FePt,0.0421
4015,Mn2B,0.006999999999999999
4016,Ba4ScCd,0.0344
4017,XeO3,2.0989
4018,RbNa2AuO2,3.3772
4019,H4IN,5.319
4020,TiBeOs4,0.015
4021,HfSiNi,0.0963
4022,Sr4Ti3,2.3186
4023,NaAgF4,1.4175
4024,SrLiP,1.7285
4025,TeWO6,2.1555
4026,NaCNO,7.3966
4027,Zn(RhO2)2,1.2111
4028,LiBiF5,0.2086
4029,SmCdAu2,0.03
4030,Te2Pt,0.0205
4031,Sr3Co(CN)3,1.5974
4032,LuTlO2,2.0803
4033,Mg3ZnO4,5.1398
4034,Ba3Si6(NO)2,7.0154
4035,Nb3O7F,2.1328
4036,Ba(CdP)2,1.3631
4037,Hg2GeSe4,1.4127
4038,AlVFe2,0.0341
4039,PrPt,0.0102
4040,HoSiIr,0.0079
4041,Li3NbS4,3.0689
4042,K2Se3,1.6442
4043,TeF4,6.4655
4044,CdGe2O5,3.4883
4045,NbBr3O,2.4263
4046,InPO4,5.0687
4047,AlCuSe2,1.7755
4048,Pm2IrPd,0.015
4049,TmBi2ClO4,3.2385
4050,KrF2,4.0063
4051,NdSb,0.2002
4052,RbSbF6,6.6607
4053,CaCdO2,2.4698
4054,PuNi,0.0054
4055,NbO2F,2.2143
4056,LiCaMgSiN3,4.0379
4057,Mg9Cu,4.5664
4058,InTeBr,2.4074
4059,Nd2TeO2,2.4404
4060,NaNdO2,5.3772
4061,ScHO2,5.3239
4062,ScSi2,0.0085
4063,TaAlO4,3.162
4064,NpC,0.0055
4065,BeIn2Sb,0.004
4066,Rb2TeCl6,2.9561
4067,Rb2Be2O3,6.1112
4068,ZnS,3.5923
4069,Tm2MgSe4,2.2985
4070,HfTc2W,0.0665
4071,IF7,2.3779
4072,PrBr3,4.5252
4073,MgSiN2,5.1354
4074,NbCu3Te4,1.1322
4075,Sm2SeO2,3.697
4076,BeNbTl,0.0047
4077,K2ZnO2,4.1571
4078,BaCl2,7.331
4079,YIO,3.2241
4080,BaAlSi,0.0048
4081,AuCl,2.4068
4082,HfZrBe,0.0044
4083,LuTe3,0.0022
4084,Al2ZnTe4,2.4753
4085,Tm2Al3Si2,0.0118
4086,CrHgF6,1.5772
4087,K2BaGa,0.0049
4088,Na2CdSnS4,3.3978
4089,Co5SnO2,0.0784
4090,IrI3,1.459
4091,Zn3CdS4,3.2052
4092,BeCuRh2,0.0053
4093,Ba2H3I,3.0558
4094,HfAl3,0.005
4095,Er3SnC,0.0627
4096,AlCuTe2,1.8218
4097,RuAu3,0.0023
4098,Rb2Zr2O5,3.4891
4099,AlFe3,0.006
4100,Te4W3Se2,0.2734
4101,ScTlO3,1.8918
4102,TaBe2,0.086
4103,Y2Ti2S2O5,1.0912
4104,YbS2,2.0852
4105,P3Ru,1.0154
4106,BeSnAs2,1.2608
4107,MgTiO3,2.5519
4108,CuSe2Br,0.792
4109,Ti3InN,0.0296
4110,Mo2H2O7,2.7276
4111,Ba(NdS2)2,2.4701
4112,K2ZnF4,7.1535
4113,NaZnSb,0.1306
4114,GaP,2.3733
4115,ZnCoF4,3.5214
4116,Ca4PtO6,2.6396
4117,H4N2O3,0.394
4118,LiBeSb,1.3067
4119,Er2NiRu,0.0204
4120,VTe2,0.0038
4121,Ba4NaSb,0.0225
4122,AlTlI4,4.2038
4123,FeCoSn,0.0217
4124,Be2NiPt,0.012
4125,RuI,0.006999999999999999
4126,LiAs,0.918
4127,Ba(CuS)2,1.2625
4128,BaSnO3,2.1657
4129,LiAlTe2,3.0278
4130,ZrSe2,0.5196
4131,IrCl3,2.0974
4132,MnBe2Nb,0.0073
4133,GaBr3,4.5019
4134,Ca(NiAs)2,0.0205
4135,NbAlFe2,0.0982
4136,K3Na(SO4)2,8.7022
4137,Mg3As2,1.4056
4138,Tb3SbO7,4.2005
4139,SnHgO3,0.2922
4140,SmTmMg2,0.0255
4141,GeClF,3.5098
4142,ErSn2,0.003
4143,WCl6,2.2651
4144,BaZrCu2,0.0265
4145,YbMgGe,0.0523
4146,HgI,2.0667
4147,Zn2SiO4,4.1622
4148,SmNi2,0.0312
4149,NaLi3(H2N)4,3.0488
4150,K2PdO2,1.556
4151,RbUN3O,0.6695
4152,TlInS2,0.9331
4153,Tm2ZnPt,0.0221
4154,BiF4,1.6769
4155,Er(CuSi)2,0.0255
4156,Al3NO3,5.6027
4157,CaNiTe,0.4402
4158,MgSn2O5,3.2975
4159,Zr(MoO4)2,3.7726
4160,ErBiPt,0.1383
4161,SmH3,0.4145
4162,BaMgPb,0.0072
4163,Ti2InCo,0.0217
4164,SrSe,3.1237
4165,K3ZnH5,5.772
4166,NaScO2,5.2120000000000015
4167,Mn4NiO8,0.0017
4168,TlCl,3.7963
4169,LiBi(PdO2)2,1.0417
4170,Ca(BH4)2,6.6389
4171,BeTlSe,0.0128
4172,TiPbO3,1.6989
4173,Tm2SiO5,6.8804
4174,Si3H,1.646
4175,Hg2SeO3,2.8618
4176,MnInRh2,0.0027
4177,Np(FeSi)2,0.0026
4178,ScBeV,0.0029
4179,Rb3Nd,0.0079
4180,TlZnAsO4,4.334
4181,HfBeTl,0.0169
4182,Ba(P2Pd)2,0.059
4183,Cr3AgO8,0.0315
4184,Li(TiSe2)3,0.0154
4185,In2HgO4,1.7271
4186,Be2TlPd,0.0076
4187,BaGa4S7,3.392
4188,K5As4,0.012
4189,SmMgGa,0.0307
4190,Na4WO4,3.5188
4191,Tb2TeO2,2.0682
4192,ZnCu2SnSe4,0.4642
4193,KSrCO3F,7.3681
4194,HfBe2Ru,0.0198
4195,NpP3,0.0003
4196,InAgSe2,1.0016
4197,K3ClO,3.6055
4198,TlInTe2,0.9883
4199,K2CuSb,1.7417
4200,Hg(SbO3)2,2.0293
4201,ZrAlAu2,0.0284
4202,Er2NiOs,0.0404
4203,KHoS2,3.2984
4204,TmAlO3,7.7029999999999985
4205,Sr3SbN,0.8436
4206,BeCuCl,0.0389
4207,K4ZnP2,2.5034
4208,HoMn2,0.0061
4209,ClF3,4.4632
4210,MgTe2,1.7275
4211,K2TiS3,1.3426
4212,BeHgMo,0.019
4213,KH8N3,5.0688
4214,CdBiO3,1.0905
4215,Se2NCl3,1.1918
4216,Zn(SbO3)2,1.858
4217,TmCdAu2,0.04
4218,ZnMo3,0.0114
4219,Zr7(NO2)4,3.2456
4220,Sr2I2O,4.4648
4221,CuAs4S3Cl,2.0332
4222,SmSnAu,0.0298
4223,NaNb(CuS2)2,1.7812
4224,NbCrW,0.0027
4225,KAgBr3,0.1046
4226,AgHg,0.0073
4227,SmTaO4,4.7010000000000005
4228,TaTe2,0.0096
4229,Zn(InSe2)2,2.2235
4230,As2Se3,2.0089
4231,Ba4Tb2Cd3,2.69
4232,Ba2SmNbO6,3.6772
4233,Ba3P2,0.8486
4234,NaScS2,2.3437
4235,BaZrF6,6.7461
4236,Be3N2,5.4542
4237,V2Zn3O8,2.9386
4238,NaC4N3,5.0719
4239,Li4MnBe,0.0287
4240,Sc2PdPt,0.0299
4241,PrNiC2,0.0024
4242,Y2BeBr,0.0293
4243,HNO,4.9186
4244,LuCuSi,0.0098
4245,TiCo2Ge,0.0332
4246,Na2TiO3,3.7322
4247,BaSc2Be,0.0068
4248,ScTlS2,1.4275
4249,HfAlRh2,0.0919
4250,K2NaInAs2,1.9833
4251,Zn3TeAs2Pb3O4,4.3933
4252,KRbO,4.1560000000000015
4253,Zn2P2O7,5.9726
4254,Rb2PtS2,1.7019
4255,NaBO2,7.0598
4256,Ta3B4,0.0102
4257,V2InC,0.0032
4258,KNO2,3.8738
4259,Na3NiO2,0.2717
4260,CoSn2,0.0049
4261,CdRhF6,2.2514
4262,RbLiO,4.7789
4263,NaPaO3,3.3046
4264,IrCl3,0.5813
4265,NaBeSi2,0.0045
4266,ErRh,0.0043
4267,CrAuS2,0.0013
4268,Sn2Rh,0.0019
4269,VClO,0.0005
4270,Sr3SbAs,0.5594
4271,Tl2Au4S3,1.5779
4272,Na3AsO4,6.2061
4273,Ca(BeP)2,1.2165
4274,Ni(HO)2,0.0003
4275,Ti6O,0.0081
4276,Cd(AgI2)2,2.9878
4277,CrNi3,0.0313
4278,YbBiAu,0.0043
4279,CF2,6.4576
4280,BiO,0.0043
4281,ZnCu2GeS4,1.031
4282,H2OsN5Cl3O,2.8106
4283,Cd(GaS2)2,3.7064
4284,LiBeN,3.9117
4285,Na2CO3,7.0028
4286,NiO,0.0122
4287,PtF4,1.6583
4288,BaPbCl,0.0135
4289,Er(CoB)2,0.0073
4290,MoCl4O,1.7921
4291,Lu2AgRu,0.031
4292,NbAlO4,3.9694
4293,Na2H6Ir,4.1688
4294,Yb(BiTe2)2,1.1322
4295,K2BeRh,0.0222
4296,Na2BeGe,0.7464
4297,BeCdPd2,0.0176
4298,Sm4Cl6O,0.0628
4299,CO2,6.2499
4300,BeNiCl,0.0242
4301,HfGaIr2,0.0269
4302,CsCaH3,5.0084
4303,CaBePb2,0.0104
4304,NaMgBO3,6.4736
4305,MgZrIr2,0.0288
4306,Ba2SbBr,1.3529
4307,SrZrBe2,0.012
4308,K4Ru2O,0.6844
4309,BeRe2Hg,0.0099
4310,KNaICl,6.4705
4311,Yb3PbO,0.1534
4312,TaAlPt,0.0765
4313,InRh,0.0112
4314,BeAlH5,5.3235
4315,Cr2B,0.0019
4316,CdHClO,4.5842
4317,BaCu2Cl,0.0302
4318,Pb(ClO2)2,2.6796
4319,AlInO3,4.0608
4320,Ag2H3IO6,1.1016
4321,BeNbRh,0.0017
4322,CaThBr6,2.628
4323,KH4O2F,8.8483
4324,SmHoRh2,0.0454
4325,CrGaFe2,0.0331
4326,Na8NO3,3.0744
4327,MgMnRh2,0.0108
4328,RbP(HO2)2,8.2503
4329,HfFe2,0.005
4330,Ba4FePd,0.0203
4331,Nd3Hg,0.01
4332,Cd(CN)2,7.4003
4333,UI4,0.0012
4334,Ga3Fe,0.5385
4335,BeTlMo,0.0117
4336,TaInNi,0.0226
4337,CaTaAlO5,5.2103
4338,HfTe2,0.0087
4339,KPAuSe3,1.7882
4340,Ba3In2Cl2O5,3.2443
4341,BaThO3,4.4506
4342,Ba2MnSn,0.0107
4343,CdSnSb2,0.6261
4344,Li2Ti2V3,0.0063
4345,ZnSe,2.6676
4346,Ni(BMo)2,0.0212
4347,CdHgAsBr,2.0881
4348,RuCl(OF3)2,0.4843
4349,Nb2CrSe4,0.0058
4350,MoCl4,0.0048
4351,BMo2,0.0056
4352,LuMgPd2,0.0111
4353,AgCSN,3.382
4354,TbCdAu2,0.0143
4355,Rb3Os,0.3255
4356,RbGaO2,4.5494
4357,Ba4ZnTc,0.0739
4358,TmPO4,8.243
4359,H5PbCI3N2,2.0758
4360,U2PN2,0.0093
4361,AlBiSeCl4,3.3219
4362,BaYCl5,4.8364
4363,TbCrB4,0.0086
4364,Si2H2O5,7.0906
4365,MgTi4O9,2.7898
4366,SmNbO4,4.1913
4367,Sc2MnAs,0.1748
4368,KCuSe,1.7573
4369,CuSnH2(NO3)2,3.1051
4370,Ba(Si3N4)2,4.4225
4371,ErMgZn2,0.0417
4372,SrCuSF,2.8153
4373,SiH8,9.0917
4374,EuMgH4,0.004
4375,NbSbRh,0.0126
4376,Ba2SrWO6,3.8501
4377,HgCN2,3.0186
4378,Ba4SiSe,0.0335
4379,GeTe,0.3469
4380,K2H4Pt,3.9943
4381,Si2Mo,0.4164
4382,RbSrCO3F,7.3611
4383,Th(TeI)2,1.4473
4384,CrHO2,0.0124
4385,MgSnO3,3.2356
4386,Na3ClO,4.7035
4387,LiGaTe2,2.3603
4388,BaSrHg,0.0291
4389,USe,0.0211
4390,AsHPbO4,7.5896
4391,CdSO4,5.8762
4392,ScZnPd2,0.0182
4393,CaPtF6,2.783
4394,HfAg,0.0078
4395,LiCa2Tl,0.1032
4396,Ba(BSe3)2,2.6201
4397,ZrAlNi2,0.0278
4398,K2RbSb,1.9609
4399,NaCuSe,1.3419
4400,BeSeBr4,0.0239
4401,MnAlO3,0.0024
4402,LiHoS2,2.7276
4403,NaAlO2,6.5786
4404,Co3Se4,0.0015
4405,TeAuCl7,2.126
4406,SmAu,0.0081
4407,MgAgF3,4.882
4408,Ba(TeO3)2,2.5398
4409,Be2SnHg,0.0107
4410,ZnCuPd2,0.0244
4411,CaH2,2.4801
4412,AgCNO,3.2172
4413,RbAuO2,1.9785
4414,TbPd,0.0033
4415,Sm2ZnIr,0.0135
4416,YBeCo2,0.0108
4417,BaCaPb,0.2101
4418,MgBe2V,0.0023
4419,BI3,3.5368
4420,Y2SeO2,3.2078
4421,KP,1.9296
4422,TaTlO3,1.1852
4423,NaCuTe,2.4318
4424,YbSi2,0.0038
4425,Ca3BN3,1.7407
4426,CdSb2Se3Br2,1.7229
4427,TeAsIr,0.1775
4428,TlP5,1.5673
4429,VO2F,3.0012
4430,YbTiO3,2.5198
4431,Li2GePbS4,3.0093
4432,Sc(IO3)3,4.857
4433,SbF5,1.4781
4434,CrHO2,1.268
4435,Ca(ZnP)2,1.4211
4436,H3NO,6.2519
4437,Sr(AsPd)2,0.0053
4438,ErFeC2,0.0044
4439,LaBeV2,0.0046
4440,PmI3,2.812
4441,KNaMo(OF2)2,2.2279
4442,RuC3Br2O3,2.8566
4443,Cd2As3I,1.5248
4444,TbNi2,0.0337
4445,CdAg,0.0641
4446,VPbClO3,2.2882
4447,HfBeCd,0.0123
4448,Li4Ni3(OF3)2,3.9831
4449,Zn(InS2)2,2.5266
4450,Ba2HgPb,0.1073
4451,BaSrTi2,0.0016
4452,Sc2GaOs,0.0355
4453,Ba4RhCl,0.0314
4454,KI,5.6784
4455,BaHg2(ClO)2,3.0354
4456,CrPd3,0.0112
4457,BeNb2Cu,0.0068
4458,Sb5IO7,3.4973
4459,Ba4ScW,0.0008
4460,BeTl2Re,0.0098
4461,SiTe2,0.0141
4462,Ca2SiO4,6.4971
4463,NaCl,7.5038
4464,Sr2Mn3(SbO)2,0.0076
4465,BaSiO3,2.4151
4466,K2Yb2O3,5.3702
4467,YAuO2,3.7211
4468,BeTl2Cr,0.0062
4469,Cd2H2SO6,5.0901
4470,BaNa2Ge,0.0066
4471,ErInRh2,0.0129
4472,MgWF5,0.0497
4473,SrO,4.9578
4474,RbErS2,3.4694
4475,NiPtF6,1.015
4476,Al2Ge2O7,5.5117
4477,U2Ga2O5,0.0053
4478,SbSBr,2.4137
4479,Mg2Ti3O8,2.9926
4480,SmBr3,4.0014
4481,PCl5,2.819
4482,IF7,2.3712
4483,Ba2UCuO6,0.0
4484,Sc2BeIn,0.0022
4485,GaCl3,6.0209
4486,Nb3TeI7,0.6452
4487,ZrMn2As,0.0179
4488,H3S,0.0313
4489,TmCl2,0.0348
4490,Be2SnMo,0.0286
4491,CuBSe2,2.1166
4492,Nd(GePd)2,0.0072
4493,ScNi,0.0338
4494,NaIO4,3.282
4495,RbFeF3,0.0486
4496,Rb2VAgSe4,1.1541
4497,ScIO,2.4909
4498,NaLaSe2,2.9216
4499,K2O,3.9697
4500,Al5CuS8,1.8174
