,pretty_comp,min_mode
854,Nd(SiPd)2,-0.070009
855,MgSnO3,-253.364969
856,BeCdTe,-35.125506
857,YN,-202.989448
858,Ho2TlAg,-0.098238
859,Li2PNO2,-0.024928
860,TaInRu2,-0.03143
861,BaCaBr2,-0.129047
862,V2CuBr,-118.565712
863,BeVOs2,-0.458408
864,KRb2TiF6,-66.329063
865,Na2Te,-0.016077
866,BeSi2Br,-292.643686
867,Ti2BeMo,-0.37235999999999997
868,Zr2Np,-44.121782
869,RbNa2Sb,-0.38413800000000003
870,YAl3,-0.017496
871,IrO2,-0.016485
872,TlNO2,-0.13550299999999998
873,AgCNO,-31.28285300000001
874,K3YF6,-0.22356700000000002
875,CaHgO2,-0.046058
876,NdCoGe,-0.20286400000000002
877,NaLiTe,-0.117698
878,Yb(PRu)2,-0.065163
879,CaBeMo2,-0.327667
880,Tb2C,-0.013852000000000001
881,Y(FeGe)2,-0.114053
882,HfFeCl6,-0.149632
883,ScCo2Sn,-0.0467
884,Hf2Hg,-0.018074
885,SnHgO3,-251.12278700000002
886,SrBeRh,-0.20944699999999997
887,Nb3Si,-0.035693
888,TcAsPd2,-0.028143
889,Na5GeP3,-0.21672600000000009
890,RbHoO2,-0.107695
891,BaMnS2,-0.13306199999999999
892,FePSe3,-105.567558
893,NaNO3,-0.38697600000000004
894,SmSF,-0.18379500000000001
895,InSiIr,-126.100077
896,LiZnP,-0.12517799999999998
897,BeNbBi4,-142.504504
898,Ba3MgTa2O9,-0.06783099999999999
899,YBe2Ru,-124.71786000000002
900,Tm3SnC,-209.33471
901,Be2CuIr,-0.38214000000000004
902,EuS,-0.023683000000000003
903,K2YBe,-34.718903999999995
904,H4BrN,-0.036034
905,CrCuSe2,-0.336984
906,ErAu4,-0.016957
907,CuPd,-0.204673
908,BaO2,-60.71886
909,K3Nb3(BO)2,-115.412426
910,Sr2MnSO3,-30.967959999999998
911,DyP,-0.044506
912,CaBeSe2,-334.023436
913,BeZn2Ru,-1.317412
914,Na3DyCl6,-0.35522600000000004
915,Ca5As3,-0.133297
916,MgF2,-27.560528
917,HoTlO2,-0.048339
918,RbPbF3,-76.82019100000002
919,SmDyRu2,-0.11233299999999999
920,DyMg3,-0.169846
921,Dy(SiRh)2,-0.010651
922,NiSbSe,-0.050503
923,BaScNi2,-0.8346299999999999
924,CaBeGe,-1.8983430000000001
925,ThSb2,-0.045151
926,V3Au,-0.08081
927,Ti3Ga,-37.967192
928,TmMg,-0.138738
929,RbO3,-0.272412
930,ZnCu2SnSe4,-2.8770439999999997
931,SmSnPt,-0.033981
932,YbGa2,-0.111319
933,YSbPt,-0.024653
934,CaCr2F2,-377.07235
935,NaSc2Be,-3.9786099999999998
936,TiI,-0.110181
937,TiBeSi2,-2.708241
938,Rb3In,-13.090380999999999
939,SO3,-0.15598599999999999
940,Li2H2Pd,-0.076052
941,K2PdCl4,-0.048088
942,LiMnSe2,-0.514579
943,Ba2MnBr,-28.211289
944,TlHCO2,-0.055232
945,Sr2SbAu,-0.018265
946,CdO,-0.031185
947,SmYMg2,-0.052154
948,FeNiN,-0.156827
949,ZnFe3C,-0.042577
950,Zn(AgO2)2,-0.111676
951,Sb2Au,-0.086439
952,Ti2ZnTc,-0.26827199999999995
953,CeSi2Ru,-0.043717
954,BaZrF6,-37.290749
955,TiAsAu,-85.15476600000002
956,Hf2Au,-0.036819
957,BiSeBr,-0.033248
958,Sr3GaN3,-0.068826
959,HfHgO3,-243.94373599999997
960,RbCa2Ta3,-78.507002
961,HgF2,-29.970012
962,TlSb,-0.078683
963,LiAlH4,-1.2268809999999999
964,Zr2AlN,-0.074661
965,TaBe2Tl,-162.072607
966,RbAcTe2,-0.051886
967,U(FeGe)2,-0.08381799999999999
968,BeTlMo,-43.968831
969,CaO2,-16.749725
970,KBeTe2,-272.65799599999997
971,Zr2Be2Tl,-102.70325600000001
972,Tm(CuSi)2,-0.663705
973,TaAs,-0.013256
974,LiHfPt2,-0.0034729999999999995
975,VNiSb,-0.09181399999999999
976,LiLu2Al,-0.172982
977,Ti4ZnO9,-0.075008
978,CaBe2Rh,-154.160901
979,ZnBr2,-1.984649
980,NaTl2RhF6,-0.016477000000000002
981,CdS,-0.15061300000000002
982,TlI,-0.108547
983,Ba5Ta2Cl2O9,-81.335497
984,NaRuO2,-0.133272
985,CaPmCd2,-0.10346400000000001
986,AgPdO2,-0.020246
987,KPrGeSe4,-0.22286799999999998
988,NaAsSe2,-0.207733
989,SrF2,-0.019997
990,TbO2,-0.03337
991,Ge3N4,-0.014939
992,Ba(P2Pd)2,-0.048477
993,Mg3(HO2)2,-0.141546
994,MgSiP2,-0.09792000000000001
995,Ba2Mn3(SbO)2,-48.43712100000001
996,NaVS2,-0.297383
997,ScGa3,-0.049826
998,DyTlO2,-0.11459100000000001
999,Co2P,-32.247794
1000,AlCr(WO4)2,-116.195451
1001,BaCo2(PO4)2,-0.06363400000000001
1002,LiZn,-0.385353
1003,RbNiCl3,-0.787571
1004,U(HO2)2,-21.110808
1005,K2Sn2O3,-76.684741
1006,TbGe,-0.14915
1007,K2NaScF6,-69.240998
1008,Be2CdFe,-0.629099
1009,ErIn,-0.071076
1010,Li5AuO4,-203.445941
1011,Ba4HgIr,-88.75568299999998
1012,ZnCu,-0.128047
1013,AcFeO3,-0.038973
1014,LuS2,-325.23905099999996
1015,TiTeOs,-0.029392
1016,LiY2Al,-0.038475
1017,Yb(AlSi)2,-0.010359
1018,Sr3Mg,-0.356971
1019,GaN,-0.095355
1020,LuFe2,-84.542343
1021,W3(Se2S)2,-1.150839
1022,ErC2,-0.047527999999999994
1023,Na4CdP2,-0.4869850000000001
1024,CrAsPd2,-62.527196999999994
1025,RuI,-0.030251
1026,Li8NO3,-0.058057000000000004
1027,YbTiO3,-129.227928
1028,CaHg,-0.021219
1029,Ga2CoS4,-0.31745300000000004
1030,CeGeAu,-0.051314
1031,GaFeCo2,-72.55942900000002
1032,BeCr2Tc,-0.309686
1033,LiDy2Tc,-0.07709500000000001
1034,V3Rh,-0.187634
1035,YHo3,-0.028982
1036,Sc2BeV,-0.478101
1037,K2MoCl6,-0.092235
1038,K2TeBr6,-36.53474
1039,Dy(SiPd)2,-0.069958
1040,Pr(Re2Si)2,-0.12406500000000001
1041,SmCoC2,-0.02584
1042,ErI3,-24.872255
1043,AlSbO4,-0.044638
1044,Li7SbO6,-0.108697
1045,BaGeBr,-0.0717
1046,CdSO4,-0.046781
1047,LiO2,-0.203173
1048,MgBe2Sb,-238.129039
1049,HfSiS,-0.007951999999999999
1050,Si(CN2)2,-73.062201
1051,CdCN2,-0.032845
1052,NiPbF6,-0.12000899999999999
1053,Al3V,-0.18796300000000002
1054,H4NCl,-0.047536
1055,Tl2GeS3,-0.090396
1056,AlBO3,-0.169282
1057,BaTa2Se,-148.22285300000001
1058,Nb3Ru,-0.07888099999999999
1059,Ca2N,-0.026246
1060,PrCl3,-0.025936
1061,K2NiP2,-1.7152009999999998
1062,V4As3,-0.269972
1063,LiTiBe2,-0.521041
1064,NdSnAu,-0.025598
1065,ScCo,-0.035591000000000005
1066,Mg(BeP)2,-0.470645
1067,K2PAuS4,-0.211083
1068,CaMn2(Si2O)2,-88.19737099999998
1069,Li7Mn(OF)3,-0.094296
1070,Y2Ti2S2O5,-0.137054
1071,Ca3Mg,-0.7382529999999999
1072,ScGeAu,-0.119724
1073,Y2BeCl,-131.963548
1074,NaCrO2,-0.135674
1075,HCN,-0.143618
1076,BaF2,-0.042291
1077,MgPt3,-0.089576
1078,ZnPt3,-0.047014999999999994
1079,YCuF5,-178.138543
1080,Sc2CoOs,-0.063737
1081,HoTlTe2,-0.106498
1082,GaS,-0.047711
1083,SiP2O7,-0.086889
1084,TbS,-0.013816
1085,Ba2ZnCd,-0.619322
1086,YbSnRh2,-0.027988
1087,BeCo2Cl,-35.57482299999999
1088,MnF2,-86.3112
1089,LiSi,-0.038564999999999995
1090,Mn5O3F5,-0.254419
1091,MnBeNi2,-0.544871
1092,Sr3Sb2,-64.547067
1093,ZrBe2Ni,-37.136909
1094,HoNiBi,-0.23625
1095,Ba4YTi,-65.698515
1096,InPt3,-0.031771
1097,Pr(CoSi)2,-0.057553
1098,NaAg2,-0.022514
1099,CoNiSn,-0.568856
1100,Ca4BeNb,-115.01557700000001
1101,CeAl3Ni2,-0.07418999999999999
1102,BaNi2Br,-67.007064
1103,K2LiBO3,-0.06205
1104,DyTiClO3,-0.098987
1105,Na2BeIr,-73.813763
1106,AsPdRh2,-88.51481899999996
1107,PtN,-0.026595
1108,K2PtBr6,-28.568226
1109,CaSnO3,-136.394972
1110,K4CdP2,-0.111204
1111,LiSO3F,-0.042952
1112,Ca(AgGe)2,-0.372382
1113,ZrVAs,-0.213154
1114,PdPb2,-0.076972
1115,RbSeBr3,-0.056948
1116,AuI,-0.038691
1117,BaTiSi2,-68.112492
1118,FeO,-289.589316
1119,PtCl2,-0.037201
1120,AcBrO,-0.034697000000000006
1121,UIr2,-54.120459999999994
1122,Ni3(PbSe)2,-0.358554
1123,Sr2FeBrO3,-0.08887300000000001
1124,YPd3,-0.001689
1125,Ba2TiBi,-15.819870000000002
1126,CeSiI,-0.06357
1127,CrCl3,-73.438695
1128,FeBr2,-0.797014
1129,BaSrO2,-36.977002
1130,Li4P2(N2O)3,-0.098717
1131,Cu2S,-47.415445
1132,BrCl,-0.126915
1133,CaAlF5,-0.073604
1134,YbO2,-165.70456299999995
1135,Al2CoIr,-0.011594
1136,KAuF6,-56.612818000000004
1137,BaNaV,-55.57646
1138,Ho6FeSb2,-0.237054
1139,ErCd,-0.051660000000000005
1140,SF6,-50.985371
1141,U(SiRh)2,-0.037551
1142,TlAu3,-0.027037000000000002
1143,Dy(GeRh)2,-0.092251
1144,MgTe,-0.506966
1145,Pa2SbTe,-0.006712999999999999
1146,SiSnO3,-63.271192000000006
1147,PaSnPd2,-50.853996
1148,SrTl2,-0.042201999999999996
1149,Li3PrSb2,-0.038342
1150,NaNdO2,-0.32156
1151,ZrCl3,-130.15479
1152,DyTe2,-0.024106
1153,ErSiRu,-0.226607
1154,HfBeZn,-1.125165
1155,Lu2MgOs,-0.564106
1156,DyNiC2,-0.130132
1157,Ca2As,-0.16286199999999998
1158,LuTaOs2,-0.020961
1159,Na5CuSO2,-0.70937
1160,Sc2ZnIr,-0.11717899999999999
1161,Pr2TeO2,-0.021818999999999998
1162,Nd(SiRh)2,-0.016388
1163,Al2CO,-0.028207
1164,KNdTe2,-0.037864
1165,NaTmO2,-0.127136
1166,TbPS4,-0.061439999999999995
1167,Ho(MnGe)2,-101.609223
1168,HfNiGe,-83.285675
1169,ZnSbF6,-48.391764
1170,SrIr2,-0.117658
1171,BaHfCu2,-0.82014
1172,NaScAs2O7,-0.319748
1173,NiAs,-0.5759340000000001
1174,ScAsW,-113.674576
1175,TiZn(BiO3)2,-168.02733500000005
1176,TaAlO4,-0.24551900000000002
1177,FeCoSn,-21.510269
1178,HoP,-0.035677999999999994
1179,Ca3SbN,-0.064207
1180,SmCrO4,-0.025465
1181,PrCo5,-0.085178
1182,H4IN,-113.674343
1183,Li2MnBr4,-0.285951
1184,CoSnRh2,-0.076878
1185,BeNbW,-0.049535
1186,SrBePd,-0.346835
1187,BaCl2,-0.027620999999999996
1188,BaSiC,-119.073315
1189,Na2LiN,-90.226097
1190,Ba2LuNbO6,-30.825596
1191,Ba4ZrSb,-57.512728
1192,Mn2Be2Te,-18.437129000000002
1193,BeGeOs2,-0.730038
1194,LiAl2Pd,-0.11306600000000001
1195,PrCd,-0.139179
1196,DyPbAu,-0.023597
1197,TaGaRu2,-0.038254
1198,ErH,-0.009708
1199,Ba4TiBr,-59.82807800000001
1200,Si2H2O5,-0.09121599999999999
1201,Sc4C3,-0.078692
1202,Cr3Si,-0.16256900000000002
1203,Zn(GaS2)2,-0.31405500000000003
1204,Th(MnGe)2,-57.36750600000001
1205,Tm2Al3Si2,-0.055411
1206,KRuO4,-0.188648
1207,Te2Ru,-0.014639
1208,Li2BeCo,-1.541253
1209,HfBeBi,-0.22893200000000002
1210,SbSBr,-0.035983
1211,YBeHg2,-0.009401000000000001
1212,Be(HO)2,-0.544036
1213,DyZn,-0.13983099999999998
1214,Dy(Al2Fe)4,-72.401782
1215,BeCrRu2,-0.100135
1216,Ca(MnGe)2,-73.81036800000003
1217,ZrSe3,-0.033513999999999995
1218,Ba4BeBr,-92.37374799999999
1219,K2HgO2,-0.043298
1220,Be2VBr,-0.680139
1221,Na3BiO4,-0.048426
1222,Mg(HO)2,-0.244063
1223,Ca2Sn3O8,-0.016457
1224,AsCl5,-21.421504000000002
1225,ScGaO3,-0.058105
1226,LiCoO2,-0.061666999999999986
1227,NbCo2,-75.221211
1228,TbU3,-40.503794
1229,Eu(HO)3,-45.972444
1230,SrSnO3,-0.042367
1231,Ho(CuO2)2,-0.18026099999999998
1232,BeV2Pt,-0.10660499999999999
1233,Tm2CuPd,-0.196438
1234,Na2Cu3(Ge2O)2,-0.121549
1235,BaYPd2,-0.34765300000000005
1236,BeInSn,-35.094551
1237,Pr(SiNi)2,-0.33163400000000004
1238,Pm3Y,-0.012323
1239,AsO2,-0.092176
1240,BeInRh2,-0.808528
1241,AgBi(PS3)2,-0.057726
1242,NpIO,-0.009061
1243,Tm3InC,-206.08361499999998
1244,AuSeClO3,-0.135419
1245,SrScBe,-0.104173
1246,Ba2CrBi,-0.279138
1247,Ca2AsAu,-0.042763
1248,Lu2CuPt,-0.259258
1249,Ba2TmNbO6,-56.351193
1250,NpAl3,-0.031346
1251,PrTe,-0.020625
1252,Ti5Si3,-0.056882
1253,Ca(BH4)2,-174.955122
1254,DySnPd2,-0.032174
1255,LiErO2,-0.336319
1256,BeVPt2,-42.441705
1257,BaGaBr2,-0.541736
1258,Sm3V,-85.772621
1259,ZrH3,-0.017277
1260,Li2B2S5,-0.097152
1261,InPbCl3,-0.19180899999999998
1262,TaCl4,-0.025055
1263,LiBeO3,-55.275307999999995
1264,FeNi3,-0.201102
1265,ZnNi,-0.657609
1266,Zn2NiN2,-0.358717
1267,LiCrP2O7,-0.063984
1268,Al2CoOs,-0.037735000000000005
1269,CdCu2SiS4,-0.497087
1270,SrBeV,-0.430858
1271,KCuO,-158.178221
1272,DyTiSi,-0.016763
1273,Be2SnMo,-0.504069
1274,Rb2Fe4O7,-0.036855
1275,Pr(GeRh)2,-0.06968099999999999
1276,KHg,-0.06212300000000001
1277,Ba2LiV,-0.247507
1278,BSb,-0.004539
1279,MgTiSiO5,-0.11361099999999999
1280,Tl2MoCl6,-0.013022999999999998
1281,ScNi2Sn,-0.220104
1282,NiSO4,-0.092055
1283,Na3BS3,-0.28737399999999996
1284,Rb(CoS)2,-0.050446
1285,BaMgCl2,-45.904468
1286,Sc3SnC,-0.071827
1287,SrSn(BO3)2,-0.084924
1288,MgFeRh2,-0.225819
1289,BeFe2Si,-1.2491510000000001
1290,Ca(FeN)2,-0.16441
1291,MnPd,-0.17413800000000001
1292,RhBr3,-0.051940999999999994
1293,Ni3B,-0.227998
1294,MnGeO3,-69.167778
1295,SmIn2Rh,-0.10602400000000001
1296,Rb3Ho,-0.055358000000000004
1297,Na3SbSe4,-27.156291999999997
1298,ScCo2,-0.024117
1299,Li2NdAl,-0.105136
1300,HoCu,-0.20884299999999997
1301,SrLi2Pb,-0.050039
1302,HoLuAg2,-0.277594
1303,TiBeTl,-0.9290459999999999
1304,InAgS2,-0.06106900000000001
1305,SmTe,-0.0043549999999999995
1306,HoAu,-0.012806999999999999
1307,Ti2InCo,-161.99201399999995
1308,TmP5,-0.041755
1309,NaBeBr,-192.13779499999998
1310,Fe3N,-0.117879
1311,Rb3Er,-0.053983
1312,Ho(FeGe)2,-0.159934
1313,KInP2S7,-13.553073999999999
1314,Sc2BeCo,-81.975849
1315,BaCaV,-64.637272
1316,Nd3In,-0.048747000000000006
1317,AsPd2Rh,-33.095634999999994
1318,Be2PbCl,-340.914159
1319,Na2CaBe,-1.8100889999999998
1320,RbTbS2,-0.044381
1321,Tb3TlC,-204.796312
1322,Li3PrBi2,-0.127179
1323,TmIn,-0.017981999999999998
1324,CuSbAs,-0.186873
1325,KSb2,-0.05240499999999999
1326,SnH8(NCl3)2,-124.812611
1327,GeAsP,-93.141181
1328,Ce(Fe2As)2,-0.090843
1329,TiAl2O5,-0.056336000000000004
1330,BaGeBi2,-37.365457
1331,Na2ZnS2,-0.681017
1332,BeV2Pt,-0.204434
1333,CuCl4,-35.18115
1334,V2GeAs,-107.193795
1335,Bi2OF4,-0.346574
1336,MgAg3,-0.2109550000000001
1337,BaSeO3,-0.058636
1338,NdTlAg2,-26.995713000000002
1339,BaErCuS3,-0.8804790000000001
1340,Cu3(PO4)2,-0.320806
1341,KBi(PS3)2,-0.069029
1342,K2PtCl6,-22.036402
1343,GaTe,-0.072812
1344,Sc3AlC,-0.008561
1345,Cu3SbS4,-0.200492
1346,CrNi3,-0.06088
1347,Sb2Te2Se,-0.029507
1348,LiAsO3,-0.264261
1349,MnH2SeO5,-0.10065700000000001
1350,ZnF2,-0.44492200000000004
1351,TeWSe,-0.269689
1352,Sc3Sb,-0.105814
1353,K2TeO3,-0.060342999999999994
1354,Ba2Mn2As2O,-0.10720999999999999
1355,ScAu4,-0.014605000000000003
1356,VSb2O5,-190.053723
1357,BeTlRe4,-183.14325
1358,BeCoBr,-54.591671999999996
1359,CoO,-159.476378
1360,U2InRh2,-0.037848
1361,Mg(PtO2)3,-0.040673
1362,NaSmS2,-0.125435
1363,Br3N,-272.821357
1364,Nd(SiRu)2,-0.064076
1365,NaPrO2,-0.17710499999999998
1366,K3ScSi2O7,-43.098548
1367,AlV3,-0.009744
1368,NaMgP,-170.563753
1369,CeNdI4,-0.038706
1370,Re3F,-92.400809
1371,Pr2SeO2,-0.020044
1372,Na2CuP,-0.819628
1373,BaCdGe,-0.377546
1374,Ca3(SiIr)4,-0.035881
1375,Ca(VN)2,-72.40180500000002
1376,AgRhO2,-0.037638
1377,Be2TlIr,-108.16823799999999
1378,Ba(AsRu)2,-0.06375499999999999
1379,SbBr3,-0.12981700000000002
1380,YCl,-0.025717
1381,AlCuCl4,-1.292694
1382,Er2Mg,-0.358603
1383,FeSe2,-0.127295
1384,BeCu,-0.596499
1385,HfBePd,-0.12847
1386,VMo2As,-90.031476
1387,TiInCo2,-0.052911
1388,Ga2PdBr8,-0.31452399999999997
1389,K3MnO4,-69.67671700000001
1390,NdPb4F,-105.81125300000001
1391,Mn2V2O7,-195.537821
1392,GeClF,-131.806555
1393,LuAgPb,-16.785235999999998
1394,USn,-0.07531
1395,LiPaRu2,-0.034242
1396,CaBe2Si,-120.57803700000001
1397,HoNiSb,-0.525379
1398,PuOs2,-30.601128999999997
1399,YCrO3,-120.751874
1400,ScIr,-0.047323000000000004
1401,LiBe2Mo,-2.25412
1402,TbPO4,-0.026549
1403,InAgO2,-0.096747
1404,Eu2H3Cl,-451.03660599999995
1405,LiAs,-0.045648
1406,Li6TeO6,-0.098871
1407,BaTa2Be,-293.487764
1408,SrSiO3,-0.036693
1409,CrNiO4,-0.16338699999999998
1410,K2PdBr4,-0.188671
1411,NpB2,-0.007219
1412,CrI2,-95.33577199999999
1413,PdI2,-0.02968
1414,Cd(CO2)2,-0.044642
1415,Cd2PdRh,-0.065046
1416,BaHf2Ru,-0.06799
1417,ZrP,-0.025209
1418,Rb2CuF4,-0.210454
1419,LiFe2F6,-0.070448
1420,NaHF2,-1.027807
1421,Mg(C2N3)2,-0.12344100000000001
1422,BeRh,-0.55771
1423,MnS2,-0.184551
1424,Ca(SnO2)2,-467.476955
1425,Mn2BeHg,-0.893417
1426,Ba(MnP)2,-0.045021
1427,PdS2,-0.151146
1428,BaZnSi,-0.056903999999999996
1429,TePb2O5,-0.045653
1430,V(CrTe2)2,-96.977144
1431,Sc2BeIn,-88.928155
1432,Th(NiGe)2,-0.43236
1433,BaNi2Cl,-91.321442
1434,Zr2Pd,-0.01771
1435,SrSeO4,-0.05170399999999999
1436,ErBi2BrO4,-0.025529
1437,Sc2ZnGa,-0.39215700000000003
1438,YbTm3,-0.027302
1439,BeB2,-4.308369
1440,Sc2BeTe,-0.8470049999999999
1441,SrB6,-0.062539
1442,TiCo2Si,-0.016838
1443,SiH,-0.021623
1444,NdCoGe3,-0.051358
1445,SrCdO2,-0.132009
1446,KNaTiO3,-0.093548
1447,Ca2BeIn,-45.837911
1448,Ba4NiCl,-86.280213
1449,Mg2SiO4,-73.287207
1450,Be2NbNi,-34.013037
1451,Zn(InS2)2,-0.508523
1452,RbCaH3,-0.158433
1453,KSO4,-0.07699099999999999
1454,HfAsRh,-81.283182
1455,KAgO,-82.809834
1456,MnBeBr,-15.642769
1457,Ba2YTi,-44.032209
1458,Mn2BeIr,-0.622088
1459,BeV2Ge,-0.749788
1460,Be2TlRh,-144.380134
1461,CoSn2,-0.012267
1462,FeCoGe,-0.130187
1463,Al2Se3,-0.021228
1464,Al(CoSi)2,-0.023484
1465,Er(CrSi)2,-156.973354
1466,LiTiBe2,-2.428468
1467,TmPu3,-67.332341
1468,Mg2CrN2,-0.11389500000000001
1469,Sr2BeZn,-1.828744
1470,Mo2W(Se2S)2,-1.5443
1471,Be(FeSi)2,-27.482021000000003
1472,BaRhF6,-51.273683
1473,BeHgPd2,-128.043912
1474,Mg3ReH7,-141.490387
1475,Sc3Al,-0.09120299999999999
1476,ZnS,-0.12054000000000001
1477,BaBiBr,-14.614235
1478,BaSnHgS4,-0.102064
1479,CuAsS,-0.353709
1480,Ce(SiAg)2,-0.021406
1481,BAs,-0.004661
1482,BeCo4Se,-108.74740200000001
1483,KPrSiSe4,-0.053456
1484,Na2ThF6,-0.17635699999999999
1485,SrBeSb,-14.437170000000002
1486,Nd2MgAl,-0.03234
1487,ZnCu2GeSe4,-0.318698
1488,MnBeCr4,-0.20106300000000002
1489,BaH4O3,-0.152025
1490,HfGePt,-61.039481
1491,ZnAsRh2,-90.368324
1492,CaFeF4,-106.84980700000001
1493,KMnAs,-0.130983
1494,NaLaTiO4,-6.337761
1495,Sr3P6(N4O3)2,-0.063898
1496,MgBi2O5,-0.06301699999999999
1497,Pr(MnGe)2,-0.140715
1498,BaAlGe,-1.237067
1499,Mg2Co3O8,-0.067234
1500,Ba3In2O6,-0.29982
1501,Dy2Fe2Si2C,-0.027625999999999998
1502,V2Zn2O5,-0.094205
1503,Li(NiP)2,-0.33536900000000003
1504,Rb8N3O,-11.313687
1505,ScFe2,-40.35841
1506,RbCuO,-150.69472
1507,HoBO3,-52.079531
1508,CrRh3,-0.021307
1509,K4HgP2,-0.20018
1510,YbGeO3,-0.188623
1511,LiFeRh2,-0.050024
1512,CrTe,-133.76846
1513,Np3Sn,-0.010737
1514,Ba2CaIrO6,-0.041799
1515,P4PtF2,-0.015535
1516,Rb3Sb2Br9,-21.38956
1517,ZrBe2,-0.172491
1518,BaSe3,-0.046542
1519,RbSO2F,-0.07072
1520,Cr2AsSe,-0.147322
1521,MnBeSe2,-23.649318
1522,MgZn2,-84.43534100000002
1523,KScBe2,-0.9281389999999999
1524,DyBi2BrO4,-0.02174
1525,LiPb,-0.057897000000000004
1526,NaBeMo,-0.294131
1527,TlFeF3,-0.284484
1528,Mg(AgO2)2,-0.065497
1529,Te7Mo4S,-0.098565
1530,Y(FeB)2,-0.058957
1531,BePbCl2,-168.231055
1532,SiS,-0.043302
1533,Cd2BiAsO6,-0.083859
1534,Lu2MgS4,-0.673067
1535,MoW(SeS)2,-0.31442
1536,DyPd3,-0.025988999999999998
1537,LiAl2Ir,-0.045899
1538,SmH2,-0.039866000000000006
1539,ZnP2(HO)4,-0.205335
1540,CaCrF4,-72.05845500000002
1541,Ba2ScTl,-28.89185800000001
1542,TmBi2ClO4,-0.019758
1543,HfMoP,-0.012921
1544,BaSiNi2,-176.975088
1545,Mg(BeN)2,-0.552604
1546,TbCoSi,-0.051313
1547,SmOF,-0.078346
1548,Ta2ZnO6,-0.09523
1549,Sc2BeCl,-0.329244
1550,MgV2O6,-0.234031
1551,CaBe2Ru,-260.683511
1552,Pu(CuSi)2,-0.634879
1553,Mg(GaO2)2,-0.035588999999999996
1554,DyPt3,-0.014862
1555,Ti2VSe4,-0.18627
1556,KTbS2,-0.211689
1557,Nd3PbC,-190.000528
1558,CoP,-0.054391999999999996
1559,HoSF,-0.143655
1560,Mn2CoGe,-82.429119
1561,LiCaGaF6,-0.036306
1562,CeHg2,-0.031529
1563,CaTiO2,-0.05399299999999999
1564,CoRe3,-0.083749
1565,Y2SeO2,-0.078171
1566,TmSe,-0.028094
1567,Sr3GaO4F,-48.851199
1568,ErCoC,-0.044132
1569,K2MnF6,-0.367305
1570,Li3BN2,-0.237157
1571,PmGaAg2,-36.403817
1572,YS,-0.006271
1573,ScPO4,-0.039934
1574,MgGeN2,-0.09321499999999999
1575,Li3(CuO2)2,-0.318818
1576,MgBeGe,-55.789576000000004
1577,LuInPd2,-0.095373
1578,Nb(SCl)2,-0.502497
1579,RbAsF6,-0.08605
1580,BaYPt2,-0.051530999999999993
1581,Na2CrF4,-0.2462030000000001
1582,BeNbRu2,-0.11103199999999999
1583,Sc2BeOs,-1.025405
1584,Ca(GeRh)2,-0.156756
1585,Ga2Pt,-0.097478
1586,Na2BeBr,-78.86425600000003
1587,Na3AlF6,-129.965003
1588,AsRhBr,-138.84103100000002
1589,BaBi2O5,-0.042926
1590,BaO,-0.020502
1591,RbTcO4,-0.049651
1592,NaH,-1.052276
1593,NaCrS2,-0.34926199999999996
1594,AsCl2F3,-0.09249500000000001
1595,NaO3,-0.093515
1596,IF7,-11.697648
1597,PrNi2,-0.198516
1598,CaSiSnO5,-0.060429
1599,DyBi,-0.001697
1600,Ni3C,-0.250635
1601,Cd(GaS2)2,-0.240614
1602,LiMgSbPd,-32.119035
1603,BeCrP,-0.928765
1604,RbErO2,-0.231729
1605,Ti2C,-0.023263
1606,BeZnO3,-136.19070200000002
1607,RbTiS2,-0.066971
1608,Mg2BeFe,-93.703478
1609,CaTl3,-0.139716
1610,Er2SeO2,-0.042987
1611,Be2ZnW,-0.12731199999999998
1612,UGa5Ni,-0.48799
1613,TlCl,-0.063703
1614,Cu2GeSe4,-1.74787
1615,NaTaBe,-0.429787
1616,KC2IN2,-0.257668
1617,BaAgSb,-38.414068
1618,ScBeV2,-1.2299200000000001
1619,BeCoRh,-0.06368099999999999
1620,Rb2Pt3S4,-0.072555
1621,CeO,-0.093198
1622,KBe2BO3F2,-1.2722
1623,BaHfO3,-0.057102
1624,Ca4BeW,-136.712932
1625,FeN,-0.062064999999999995
1626,MgTiBe,-0.726684
1627,TaO,-412.858847
1628,Al4CN3O,-45.674361
1629,Hf2BeBr,-0.34918499999999997
1630,Ga2Os,-0.050865
1631,Y(CoGe)2,-0.039822
1632,FeBO3,-0.154469
1633,CdBiClO2,-0.05735700000000001
1634,ThSe,-31.918694
1635,ScZnPd2,-0.05082
1636,YBeMo,-0.11647
1637,BeZnCo,-1.2361739999999999
1638,Na2BeF4,-0.335524
1639,BMo,-0.031403
1640,Y2BeGa,-177.35197
1641,BaNdCo2O5,-0.026475
1642,BeBr2,-0.352067
1643,RuCl2O,-0.07965900000000001
1644,Al2NiRu,-0.10435499999999999
1645,CoAsBr,-141.01831
1646,CsK2Sb,-1.115556
1647,AlBiO3,-225.902334
1648,Ba4CaRh,-70.636525
1649,YAs,-0.002436
1650,BaBiCl,-35.099081
1651,ThO2,-0.033145999999999995
1652,Zr3Cu,-0.134456
1653,Ca7Ge,-72.64706
1654,Sm(ZnP)3,-25.874138000000002
1655,LiCaRh,-0.063315
1656,Hf5Te4,-0.027155000000000002
1657,InOF,-37.003538
1658,TiBeHg,-66.07691
1659,Ti4ZnS8,-0.545823
1660,Ca3Sb2,-89.867284
