,pretty_comp,n_Seebeck
835,Li5V2Fe3,-17.846308999999994
836,ScCuSn,-22.70857567
837,H(CO)2,-333.81606
838,Nb6Co7,-4.427291967
839,Ti2SnC,-14.76973557
840,TeHO3,-380.1165367
841,Li2Fe(SiO3)2,8.316907132999999
842,NaVSiCO7,-425.6144033
843,Li2Ti2S5,-385.5569533
844,HfTe2,-7.138674332999999
845,Sr2ZnCu2(SO)2,-69.15834
846,SrLi2Sn,-33.326058
847,Na2BH4ClO4,-111.3886233
848,Nb3TeI7,-245.9888467
849,HoSb,-11.720328
850,AgBiSCl2,-117.7370667
851,Er(BC)2,-11.28306287
852,Ta4Ni2C,-19.511632
853,BiTe,-108.7451267
854,C3NClO4,-166.5347633
855,Tm2OsRu,-4.4026790999999985
856,TiInNi2,5.352773067
857,BaYCuNiO5,3.379810933
858,Ba3BiN,-92.509068
859,Lu(SiRu)2,-12.21297947
860,TbCoGe,-11.4357561
861,Te3WO2,-220.59262
862,RbTa(CuSe2)2,-344.32998330000015
863,AgSbTe2,-0.5803862329999999
864,Sc2O3,-273.6582867
865,Al2ZnTe4,-156.96448669999995
866,Nd2NiO4,4.244712857
867,NdTmMg2,-1.5272548
868,Rb3TlF6,-147.1109367
869,TmAg2,1.964478633
870,ErH2,-1.797069333
871,KCu3S2,-95.13464233
872,Ba3CrN3,-35.75774067
873,Re3Ru,-6.329345987000001
874,PrYMg2,4.8530795
875,PaO2,-45.12580273
876,Mn2N,-9.666001667
877,KTeAu,-41.50395933
878,AuCl,-293.13144
879,HgAsO3,-61.13456733
880,NaGa(GeO3)2,-103.848547
881,Li4B2O5,-161.7775933
882,ZrFeTe,-418.93427
883,RbScO2,-249.3866733
884,Rb2SnI6,-66.75175967
885,Sr(BS2)2,-322.4827533
886,RbUAgS3,-42.23589267
887,GeCl4,-244.6174833
888,Ni3Se4,-11.07725303
889,Te2Pt,-26.15514233
890,GeAs3,3.241329967
891,Pr2NiIr,-12.642955
892,Nb(Te2I3)2,-241.30775
893,ErIr,-21.600143
894,AlTlSe2,-99.964993
895,Li5Cu(PO4)2,-151.6475367
896,ScGa5Fe,-7.4734855
897,YbSn3,-18.147537
898,MnSbPd2,3.691706467
899,Rb2PdI6,-34.659793
900,SnH8(NCl3)2,-130.09634
901,TmCl2,-31.94688033
902,BaNiO2,-222.022308
903,RbNaTiO3,-303.8518367000001
904,SiNi2,-11.5941772
905,TmGe2,6.5959349000000005
906,Mn2ZnO5,-51.875213
907,Li2YTl,-25.009522
908,AcYbMg2,4.468336
909,ScInPt2,1.069660267
910,DyMg2,-0.5134335329999999
911,Sc2CdS4,-88.030716
912,ScAu,6.7908996
913,DyP5,-110.645031
914,Ba3Bi2TeO9,-266.8269233
915,ReSn3,6.5704964000000015
916,Mo8P5,-3.962637603
917,PtPb2,2.239935933
918,Ac2CuIr,-1.7597013
919,Ti3B4,-4.080598733
920,Lu2GaAg,-11.656831
921,Ga2HgSe4,-52.93719967
922,Ag2Te2O7,-58.47628467
923,DyB2,-4.453452133
924,TiPt3,-0.149093
925,Ho2V2O7,-238.0924833
926,PrNdZn2,5.9693986
927,NpSO,-15.49159767
928,NdCuTeO,-341.13058
929,Ca4As2O,-112.7545567
930,YbScRh2,-6.8943847000000025
931,Th(GePt)2,-2.042640343
932,ZnPb3,-2.314258345
933,Te3As2,-241.5898333
934,Li2Ni(P2O)2,-384.6355367
935,ScZnNi2,-3.3460690000000004
936,PH2F3,-344.57614
937,KReO3,-1.5130553
938,GeRu,-48.458831
939,LiMn2O3F,7.419692200000001
940,ZnNiO3,-30.133148
941,AlVFeCo,-16.318439
942,LuNi2Sn,7.643891567000001
943,U2PN2,-23.558621
944,K2Al2O3F2,-154.01159669999996
945,LiCuPO4F,-63.38632767
946,Li2Mn7F6,-205.9472
947,Rb2As2Pt,-236.8861667
948,HoCu5,-17.49427917
949,ZnAgF3,-121.41886
950,USiAu,3.466494333
951,LuAgS2,-80.78394933
952,Sr(NiO2)4,-43.04216333
953,YbThPt2,7.2513072
954,NpSnIr,-7.684936133
955,Mn2B,4.740311733
956,NbRh,1.298651767
957,YbGaGe,-40.502012
958,Li3HoSb2,-80.44001767
959,Zn4O9,-115.2895033
960,NdCrO3,-171.20512
961,Na2GeS3,-193.8008
962,V3Pd,3.6314613
963,Ba(H2O3)2,-227.17282000000003
964,TbMg3,-4.595606533
965,B2O,-13.100597
966,BH5CN2,-201.7592333
967,VBiO4,-354.7362967
968,CaPdF6,-452.44409670000016
969,Ba2ZnN2,-214.1464
970,LiMg2Tl,-7.8037054
971,NaYb(PS3)2,-295.3634267
972,CuPtO2,2.508754012
973,Ho2SeO2,-202.9623433
974,Na3Ca2BiO6,-160.86812
975,NaNdSe2,-236.8733367
976,YClO,-310.7375333
977,AsSeI,-169.37058330000005
978,TlAu3,6.301406067
979,Tb3AlN,-18.048093
980,Au3S,0.6864775329999999
981,Li2TiFeO4,-150.741414
982,Tb2Be2O5,-122.8609567
983,KP(HO)2,-254.81113
984,YbNiSn,-8.481403987
985,Ca(NdTe2)2,-264.7283967
986,Er6MnBi2,-10.802383099999998
987,Sm3Dy,-3.5168058
988,Na4Co2O9,-80.53509533
989,VF5,-532.4736067
990,NdP3,2.099565933
991,UB2Ir3,-4.286956667
992,KPt2S3,-228.6640733
993,Rb2BrCl6F,-224.21876
994,Li7VO5F,-320.51579
995,Na3UF7,-27.07146167
996,P4Ru,-251.37578
997,CrSbS3,-294.4985200000001
998,HgHClO4,-228.1267367
999,Sr(DyS2)2,-116.3107057
1000,CaCrO2,-16.89023267
1001,Rb2NbCuSe4,-328.30125
1002,RbLuSe2,-239.65031
1003,Li2PmSn,-16.059981
1004,NaSbS2,-244.7635233
1005,KH4F5,-161.9844867
1006,NbSe2,-18.98560007
1007,CdGeO3,-61.13973367
1008,NaNdHg2,2.2698412999999995
1009,Ho3Co,9.408001567000001
1010,Rb3Ir,-348.4926233
1011,Tb3CuGeS7,-204.3525233
1012,Ba5Sb3,-111.9734267
1013,NbGeSb,-16.820123000000002
1014,TmGa3Ru,-2.3071341
1015,Ca2CdSn,-1.2402638
1016,Be3Ru,-17.19460667
1017,Tb2In,-8.614870767000001
1018,SmDyTl2,-7.793737599999999
1019,Er3SnC,-40.454372
1020,ErCoC,0.732437753
1021,LuNi2,-3.168367033
1022,DyAl2,8.7324707
1023,Al2Pd,0.058079103
1024,CaSi2,-0.243989433
1025,NaSmS2,-251.6729233
1026,K6HgS4,-107.98156670000002
1027,Nd2V2O7,6.709783967000001
1028,ThCoSn,-7.559115299999997
1029,Hg2ClO,-250.18399
1030,TlGaTe2,-119.55531670000002
1031,Li2CoNiO4,-5.4673452000000005
1032,RbSrCl3,-127.8976033
1033,TbInCu2,2.7032182330000003
1034,As2O3,-346.3593067
1035,NiF3,-281.1695533
1036,Zr5Te4,7.177095667000001
1037,IrCl2,-1.704160233
1038,Zr6CoAs2,-2.405134333
1039,HoS2,8.74395444
1040,P3Se4I,-284.8991767
1041,Tl3AgTe2,-170.94033000000005
1042,TmCdPd2,-1.7677391
1043,RbLiSe,-74.887812
1044,TiRh,-17.532869
1045,Al2Se3,-111.07573329999998
1046,Pr2CuIr,-1.6613379
1047,Te2Rh,9.493942567000001
1048,TiAl2,-6.196855533
1049,KO3,-368.82375
1050,H3OF,-119.3682767
1051,ScNi4Sn,2.150809267
1052,Li3CrSiO5,-344.3586833
1053,SmHoZn2,4.938214
1054,NbH2,-8.866479767000001
1055,Zr3N2O3,-330.84697
1056,K2RbSb,-51.655569
1057,Hf2Ga,3.882147733
1058,CaZnSe2,-67.51398133
1059,LuBO3,-236.50445
1060,ReAg3,-22.45992167
1061,HoAl2Ni,5.2352423
1062,LiDy2Ru,-22.190991
1063,BaHo2PdO5,-377.2217567
1064,MnSb2F2,-135.8205633
1065,MoPt2,7.427307333
1066,Li5Mn3Fe2,-0.202622667
1067,Li2ZnSn,4.6927379999999985
1068,Mn2Au5,9.1738305
1069,Dy(GeRu)2,-7.379866432999999
1070,Tm2AlOs,2.8522889
1071,ErCu,9.2617281
1072,TePdO3,9.0425706
1073,Al3Pd2,4.7587119000000015
1074,ScGe,-1.133208867
1075,Th3Mg,-6.570730499999999
1076,CaCrF5,-287.38838
1077,ScH2,0.652968537
1078,Sr2AgPt,-19.125127
1079,V2PbO6,-434.78167
1080,RbIn5S8,-56.795987
1081,LiScTl2,-0.70558432
1082,GeBi3,-2.139232
1083,ZnHg3,-8.235963733
1084,ZnCu3H6(ClO3)2,-135.58850969999997
1085,Ba5P3ClO2,-234.9800433
1086,ZrIr2,-15.46226
1087,Na2GaPCO7,-151.20133
1088,LaC2,-8.320948067
1089,Th2TeN2,-337.70398
1090,As2Ir,-319.5415233
1091,U3P4,4.019095533
1092,NaFeAs,-44.13646487
1093,KP,-168.45152
1094,NiH6C4S4(N4Cl)2,-217.5522833
1095,RbH2OF,-83.345239
1096,BaMnV2(AgO4)2,-395.3398367
1097,CeMnSi2,2.0949080330000003
1098,Ti5Ga4,-2.502712
1099,K3PS4,-290.3086467
1100,LiCa2Mg,6.2245387
1101,SbN9,-353.3120767
1102,DyIr3,0.24523342
1103,K2VAgS4,-388.0755033
1104,Li2SiO3,-165.93647
1105,LiMgBi,-76.06240367
1106,Y2Re2Si2C,-7.389395167000001
1107,Tm6WO2,-375.9593567
1108,BeSiRu2,9.920072
1109,NdTlAu2,-2.6204323
1110,LiV(CO3)2,8.983865067
1111,YbAl2Cu,-20.52498833
1112,Nb(PS4)2,-282.6650667
1113,Cr(WO4)2,4.514739
1114,AuSeCl7,-374.3596933
1115,K2PbO3,-142.82824
1116,Li2Mg2MnFe(P2O3)2,-44.17902667
1117,Sr2PbO4,-99.23733667
1118,Li2NbS3,3.325891733
1119,Ti(SiO3)2,-433.9330167
1120,NdBO3,-329.0651867
1121,V4(OF3)3,7.061727332999999
1122,Na2Zr(CuS2)2,-61.00727867
1123,Re3W,-1.802471567
1124,TlAsS2,-300.1921
1125,Yb2InSn,-11.61859
1126,AcTlHg2,-5.257129
1127,K3Mn2O8,-2.9599761000000004
1128,ScRu3C,3.3845411
1129,VPt2,2.519184133
1130,Mn2FeO6,-35.862775
1131,Zn2AgAu,0.112623963
1132,TiO2,-230.72281
1133,DySnRh2,-23.776535
1134,Mn2CoSi,-0.45497817
1135,TeRhCl,-310.0594733
1136,BaNaIn,7.9306554999999985
1137,FeSiTc2,-6.0596777
1138,SrF2,-144.30896669999996
1139,LiC2,-16.72516967
1140,TbH2,-1.559293167
1141,TiGaCo2,1.789915167
1142,K2O2,-189.9358033
1143,MnP,-9.701643367
1144,Ce2SeF4,-41.66524933
1145,NaInH8(NF3)2,-147.86511000000004
1146,BeAlIr2,4.9415496
1147,Sc3PbC,-22.224911
1148,BeAl2O4,-109.4162307
1149,Hg(IO3)2,-311.86281
1150,BaNpO3,-28.888979
1151,TmAg(PSe3)2,-349.7779967
1152,Ba2Ti3AlO8,-12.16735667
1153,Sr2FeBrO3,-54.17473227
1154,H4BrN,-89.577051
1155,Sn4SF6,-289.00808
1156,Tb(SiIr)2,8.9011595
1157,CrCuO2,-250.8256967
1158,K3Ag,-36.120889
1159,K2NaCrF6,-330.2043700000001
1160,GaCuSe2,-32.69556767
1161,KTbGeS4,-285.74246
1162,TiAl3,-6.038331
1163,TlIO4,-277.3850467
1164,PRu2,-4.333641667
1165,Li2SbAu,-9.7119132
1166,Na4B2O5,-133.2627233
1167,LiVF6,-493.8738067
1168,TaO,-2.326295933
1169,Na3SrPCO7,-138.16946000000002
1170,Na3Cd2IrO6,2.505061833
1171,Ti3NbCu3O2,-8.4022944
1172,TaAlOs2,-13.258832
1173,Pd3S,-9.8236685
1174,Li2Mn3OF6,-360.92704
1175,ErCuSi,-24.327925
1176,KNiF3,-1.1045538
1177,ZrTiTe4,-5.746263667000001
1178,NaIO4,-141.7214367
1179,LuMg,-4.622077
1180,Ba3Nb2ZnO9,-304.9623967
1181,Dy3AlC,-3.8754674
1182,KAuO2,-305.6467067
1183,KH3F4,-132.65328
1184,Nd2PbSe4,-220.83783
1185,Li2VF4,-265.35821
1186,Li2CrAsCO7,-188.30816
1187,NaCNO,-182.34915
1188,IrC,2.4852112
1189,Li2SmTl,-21.660091
1190,PrZnSn,-27.183533
1191,AcTlAu2,-14.270762
1192,GaPO4,-139.21976
1193,MgNi3C,-12.621839
1194,Li5GeP3,-288.1937533
1195,Cr3Pt,-13.895423
1196,InSn2Br5,-226.88824
1197,Ru(CO)4,-420.08282
1198,Nb2CoS4,-2.182766317
1199,KLaO2,-268.33419669999995
1200,K6Cr2O9,-36.53029353
1201,Si2MoO6,6.704864067000001
1202,DyBi2ClO4,-83.44848967
1203,VZn3,0.4335871
1204,Tb2Pt2O7,-276.7980667
1205,NbNiAs2,-3.9477407
1206,BaNa2Mg(PO4)2,-143.75595
1207,Cu6OF,5.056404967
1208,Sm(NiGe)2,-12.26785793
1209,SrCaO2,-231.95517
1210,Cd2GaAgS4,-50.16915067
1211,Ba2Y(CuO2)3,-5.6010254
1212,Na2Te,-67.75241333
1213,Co(BW)2,8.747606733
1214,CdSiP2,1.8301858
1215,BaBi3,3.0962451
1216,ZrPbS3,-257.2441433
1217,SrCaIn2,5.7202192
1218,YbTe,-170.30028
1219,NaNiPO4,-357.0439967
1220,TlPPt5,0.343892067
1221,MgNiBi,2.9469467330000003
1222,RbCeTe2,-144.90485669999995
1223,Cr(AgO2)2,-440.3844
1224,HfCrO3,-120.5401253
1225,Li2SbPd,8.968025633
1226,Er(HO)3,-131.79584
1227,Y3Ge4,7.327678733
1228,SmDy3,9.590476633
1229,SiMo3,-8.1736716
1230,HoAu3,5.492755267000001
1231,MgTi2O5,-241.9676967
1232,NaH3(SeO3)2,-378.7039933
1233,CoTc3,3.8704802
1234,Ho2OsAu,-0.7116446
1235,ZrB6,6.9869121
1236,RbHF2,-131.2793333
1237,Na2PdC2,-151.73755669999997
1238,NaAcHg2,0.69143022
1239,TeAsHO5,-218.75787000000003
1240,YMn2,9.8934513
1241,VSiPt,-17.01991433
1242,Hf3SnO8,-231.7827467
1243,LiBeSb,-270.16199
1244,CoOF,9.418163667
1245,CIF3,-373.8356967
1246,YTmCu2,1.7069312
1247,GaRh,1.3021842
1248,MnZnO2,-85.11334433
1249,KSnO2,-191.47256
1250,Li2PmIn,-43.831159
1251,HoN,-7.2398269
1252,PaSi3,6.050365
1253,PrH3,-221.81087
1254,ZnGeO3,-69.239692
1255,Sm2Ti2S2O5,-241.0581633
1256,Nd3I,-8.1424746
1257,Li3Cd,-4.1697881
1258,Sr5As3O2F,-121.3991967
1259,Tb2C,1.153928633
1260,YSnPt,-0.186439223
1261,Dy(CoB)2,2.0041543
1262,LuCoC2,-3.0603477000000003
1263,Rb3TaS4,-259.46275330000003
1264,BeGeAs2,-181.33626
1265,NaCaAsO4,-120.1635533
1266,Ba2DySbO6,-186.27394
1267,Li2CeO3,-538.3141767000002
1268,ZrSiSe,-12.15647633
1269,BrF5,-338.8681767
1270,Rb2PdC2,-225.45839
1271,Sr(Cu2As)2,-21.28254373
1272,CaPmPd2,-11.849724
1273,TmF3,-147.1986133
1274,Na2CuSbS3,-185.34043
1275,LiCr3O8,-263.15727000000004
1276,BaZrNi,7.5110573
1277,Na2PRuCO7,-36.453529
1278,MgCdAu2,-1.6547113000000002
1279,Ag3Hg,-5.3537714
1280,HoZnRh2,6.1216921
1281,Sr2Ge,-133.13351
1282,Ba2H3I,-238.14736
1283,TbSi2Rh3,-6.557690432999999
1284,Sm(AlCl4)2,-136.4131733
1285,CaVF6,-36.516457
1286,CoMo,-8.2993944
1287,Tm3InC,1.9191463
1288,Ti3N2O3,-375.8636267
1289,NaSe2,-322.33174
1290,AgBF5,-6.641919333
1291,Dy(GePt)2,-4.024368
1292,Rb3Cd,-16.795126
1293,Hf(TlTe)4,-140.96835330000005
1294,Mg3Ir,-0.380497533
1295,RuC3Br2O3,-358.01493
1296,NaPN2,-192.04247
1297,LiGaPdF6,-343.9128433
1298,Sc2TlC,8.908417
1299,CdAs,-156.6750833
1300,Na2H4Pd,-163.93673669999995
1301,MgZnRh2,-4.4139779
1302,Mn3NiN,-8.4143155
1303,BaC2,-249.4637167
1304,NaHO,-116.62846670000002
1305,Lu2AgOs,-0.11488827
1306,Rb3In,-34.66755367
1307,PrCuSO,-120.0626433
1308,TmMgAu2,1.3105149
1309,PmI3,-171.8089333
1310,YV(WO4)2,-149.55817
1311,Ni3Se2,-6.859733833
1312,ErAg2,2.071460033
1313,CrGeRh,-2.7863532330000003
1314,TiSiPd,-352.79753
1315,Li6MgBr8,-96.414412
1316,Sr3V2O8,-364.40763
1317,U(GeIr)2,4.327200567
1318,NaAuO2,-269.7744033
1319,Si3W,1.968548367
1320,KBH4,-267.0501667
1321,YbNdO2,-8.272971733
1322,SrPdF4,-345.86396
1323,Zn3Ru,-31.32336167
1324,Sr3CuPtO6,-93.28839333
1325,GaReAs,-17.663626999999995
1326,Sr(GeRu)2,-17.636440399999994
1327,Li4Fe2SiO7,-23.84863595
1328,YbPmAg2,5.0220331
1329,Pm2AgRu,-15.20590667
1330,Tl6TeO6,-278.2237667
1331,ZrP2,-2.608271467
1332,Sr(AsPd)2,-2.835694723
1333,MgPaRh2,9.9087502
1334,Nd2IrAu,-0.29737719
1335,NbAlFe2,-142.54602
1336,Ti3N,-7.5818443
1337,Hg2As3Br,-245.5509833
1338,Sr3MgFe2S2O5,-3.782986313
1339,Tl3Ru,-21.40854567
1340,K2OsCl6,-14.608573000000002
1341,V(WO4)2,-12.58540333
1342,Ca2AsI,-224.29747000000003
1343,Ti2Al,-13.318245999999998
1344,Pr3TaO7,-321.3687233
1345,FeAs2O7,-9.623678
1346,ZrSO,-108.0526067
1347,HoCl2,-18.424664
1348,Sb2Se3,-251.0555233
1349,LaSc3(B2O)2,-466.20294
1350,TbInAg2,3.6073481
1351,Na3As,-33.504065000000004
1352,Rb2Hg7,-11.87752667
1353,Li3CuF4,-172.27985669999995
1354,Zn2CuAu,-0.485191423
1355,Lu4Ge6Rh7,7.013928933
1356,Lu2BeOs,9.538122
1357,HoRh3C,-13.131334
1358,Zn(CrSe2)2,-72.550584
1359,Ca(CoGe)2,-3.435776567
1360,CaS,-199.36635
1361,Th(Al2Fe)4,-8.395512199999999
1362,InSn2I5,-153.49736
1363,LiMn3(NiO4)2,-17.28568933
1364,YbSmHg2,-0.58265945
1365,NaNbN2,-269.6602533
1366,Sr3PbO,-87.701227
1367,NaErF4,-289.94673
1368,Tb3Mn3Ga2Si,-0.26132710000000003
1369,ZrCoAs,-3.1126537
1370,Li2TiV3O8,-17.99691767
1371,NdZnAsO,-95.83710133
1372,LiUN2,-21.94166713
1373,LiVOF4,-477.2466
1374,CaZnGe,-44.691768
1375,BaF2,-180.50756
1376,Te2AuCl,-81.16456107
1377,Tb(CoB)2,1.990569233
1378,TiFeSn,-13.91712167
1379,ZrHCl,-27.518126
1380,Y3Sb4Au3,-184.96842
1381,KAgC2,-245.24653
1382,Rb2MnCl6,3.5763621
1383,MoCl3O,-347.0308233
1384,Na3BO3,-85.66330067
1385,BP,-205.82789
1386,TbMgCd2,-3.2769567000000004
1387,SmO,-5.480832932999999
1388,LiErSe2,-213.8131267
1389,Tl2Sn2S5,-267.2741567
1390,Mg2PdAu,-2.6771059
1391,BaYCu2O5,5.830045332999999
1392,TmAl2,7.166701233
1393,VFe,-10.294965
1394,Tb3SbO7,-136.0587767
1395,IrW,4.528188287
1396,TbGePt,-0.94106865
1397,Tm2AgIr,1.6753536
1398,KAg2AsO4,-87.02602367
1399,Rb3Th,-30.575635
1400,Lu6UO2,-365.5663633
1401,V2O5,-285.59435
1402,Ho3InC,-0.33855693
1403,K6CdTe4,-91.10214967
1404,Li2VO2,-245.1134033
1405,NaCaFe2(Si2O)2,-16.64320643
1406,SnPbF4,-206.24491
1407,CaCrO3,5.6729749000000025
1408,ErC2,-7.866711433
1409,NaErCl4,-327.33566
1410,SmVO3,-3.2492753
1411,K2PtBr4,-189.03706
1412,Al5CuSe8,-83.05726
1413,BaTm2NiO5,-37.93885233
1414,ErMg3,-3.7753574
1415,Li5TiAs3,-254.13936
1416,Sc2S3,-223.7236367
1417,AlTl2F5,-169.89721
1418,BiI3,-282.45864
1419,Mg2TaBiO6,-248.27773
1420,SmYIn2,-3.9096015
1421,ZrSe3,-184.6768833
1422,V(CO3)2,-12.1571306
1423,Li2CrPCO7,-233.3144867
1424,InCu2,0.908944517
1425,BaCo2P2H2O9,-72.62898333
1426,Hf(VGa2)2,-5.338993067
1427,Ba2SmNbO6,-299.88954
1428,TbSbPd,-47.15455367
1429,Sc(CuSi)2,5.667928667000001
1430,Li4CO4,-235.8906733
1431,NdCoC2,-30.02109533
1432,BiAs2Os,-36.167581
1433,Li4Fe3CoO8,-31.61907673
1434,VP2,-8.3444341
1435,Mg(InS2)2,-189.58877
1436,PdPb2,1.868486737
1437,Na3Al,5.5657405
1438,ErCuGe,-28.062839
1439,AsS,-351.20524
1440,PrMg3,-4.7856256
1441,CaSi2,-1.1488007
1442,Pu3Al,7.931860799999999
1443,BaYCuSnO5,-17.60842153
1444,HfTaNO3,-259.7411133
1445,K2NbCuSe4,-325.65864
1446,ScZn3,-3.4395488
1447,TaSb2,-9.875355699999998
1448,LiAuF6,-478.60201669999987
1449,SbH3OF6,-196.362
1450,SmTe,-4.4103659
1451,Pr2AgHg,4.4535053
1452,Zr2Zn,1.970273167
1453,LiHoAu2,-6.4084106
1454,Rb2MgF4,-123.45885
1455,NaMgSb,-209.3290533
1456,Fe3PH6PbSO4,-27.88841567
1457,Li3Mn(CoO3)2,-10.8676371
1458,ZnCu2SnSe4,-77.43878267
1459,K2NiP2,-343.28614
1460,CaTb2O4,-175.04658
1461,LuS,-5.310734967
1462,Li3SbO4,-149.7363733
1463,Li3CrPCO7,-374.2366433
1464,PbAu2,-9.807300167000001
1465,PrGa2,-6.456523616
1466,Mg2Mn3O8,-325.86685
1467,VCl2O,-7.156004332999999
1468,Mn2ZnO4,-160.7903333
1469,MnTcOs,5.3947544
1470,BH8CN,-253.9378967
1471,GeF4,-174.33612
1472,BeBiOs2,7.271857400000001
1473,Ac2ZnSi,-12.598774
1474,Nd3InN,-12.615326
1475,LiMg2,4.5262378
1476,SbTeClO3,-292.72895
1477,BiS2,-13.83853017
1478,Sm2CdIr,5.412879599999999
1479,Fe2RhS4,3.609233533
1480,TbMn2,6.969490267
1481,HoSb2,8.248833167
1482,KPr3,2.6517913
1483,B4C,-364.7479033
1484,Si3Bi2O9,-187.9911867
1485,RbHO,-90.40149
1486,Li2MoF6,4.885244667
1487,Te2AuI,-33.42510567
1488,Cd(InS2)2,-39.230107
1489,SrN6,-175.0671367
1490,CoF2,3.448854233
1491,Zn3Co2O7,-23.342549
1492,InFeO3,5.338631667
1493,Sr2CdSn,-57.91725
1494,Ga2PdI8,-306.8685066999999
1495,LiErS2,-233.8671867
1496,USi2,5.878436767
1497,TiS2,-3.4517332830000003
1498,DySiIr,-7.367546067
1499,CaN6,-201.28814330000003
1500,YZnPO,-287.7861233
1501,AsI3,-343.3552767
1502,TbU3,3.535973633
1503,Al2S3,-171.68004
1504,HoHO2,-223.5012567
1505,Li5SbO5,-146.01581000000004
1506,Ca2Fe3O8,-7.696316667
1507,PmHgAu2,-1.422134367
1508,YZnAsO,-322.9819367
1509,Rb2H2C2O5,-375.7179167
1510,Li2MgCd,0.74310148
1511,Pm2IrPd,-8.432366499999999
1512,Pm2ZnSn,-8.521705800000001
1513,RbBrF4,-292.7789667
1514,DyGaO3,-126.2541633
1515,Al2Te3,-325.6831567
1516,CaF2,-116.74109
1517,TmGe,-4.094533
1518,ZrVP,-3.220544
1519,Pr(AlSi)2,-8.323501
1520,Y2TeO2,-323.09265330000005
1521,NdBPt3,-1.371125587
1522,SmTlO3,-116.3280033
1523,LiMnP2O7,-327.35924
1524,LiZnAs,-40.95744433
1525,PrTlAg2,-0.71159067
1526,TiP2O7,-447.1053367
1527,K2PtCl6,-240.81014
1528,H2CO,-273.4901267
1529,RbBiO3,5.4212661
1530,Nb(SeCl)2,-317.37188
1531,Yb(BiTe2)2,-201.97425
1532,Li2CdCl4,-117.8726533
1533,GaAuO2,-22.32295233
1534,YbSnAu2,-6.8094286
1535,H4INO4,-179.2395167
1536,AlSbO4,-86.02326433
1537,YTlO2,-289.7174033
1538,Li3NdAs2,-180.7037833
1539,Mg2ZnB2Ir5,1.938846933
1540,KSmF4,-211.6800667
1541,CdBiClO2,-223.5774067
1542,BaWN3,-358.11157000000014
1543,Er(NiP)2,7.043939999999999
1544,Y6UO2,-361.4350333
1545,Ac3Sm,-26.45544667
1546,CeAl4Co,-8.1810254
1547,BaPr2ZnS5,-133.7107267
1548,SmBS3,-385.1906133
1549,HgPt,-4.7089335
1550,K5As4,4.895334567
1551,Ti3Ge,-5.1271951
1552,Rb2H6Pt,-273.19711
1553,SrCu2GeSe4,-210.20844330000003
1554,SmNiAs,-3.4396913330000003
1555,Ba2Re6S,-385.69057
1556,Na3Rh(N3O)2,-417.8700067
1557,TmSi3,-1.0764479999999998
1558,Li4HfO4,-160.69636
1559,UGa3,-24.670054
1560,FeSiRu2,6.7852202
1561,RhSe2,6.514841099999999
1562,YNiP,-320.1122299999999
1563,NbPSe,-15.47571487
1564,Sr3Sc(BO3)3,-484.9628533
1565,HfPt,1.6406496
1566,Er5Ge3,-52.923572
1567,Bi2OsAu,-0.36723338
1568,HgN3,-342.9272933000001
1569,Pr3Pb,3.2483591
1570,Li4Cr3O8,-20.98741767
1571,AgN3,-288.15124669999994
1572,LaAuO2,-207.9410867
1573,Ti3Os,-5.868918700000001
1574,ZrSi2,-35.83460433
1575,WOF4,-471.53497
1576,Ba8Bi4H2O,-194.0949267
1577,SBr,-371.6442033
1578,Sm2CdPd2,-2.75199804
1579,SmFeAsO,-2.2634405
1580,Fe7(OF3)3,-32.17817433
1581,ZnCr2F2,-26.957653000000004
1582,HfIN,-255.42022000000003
1583,CuSO4,-32.00169933
1584,TeI2,-240.5865533
1585,Li(SiRh)2,4.0303079330000005
1586,In(Mo3Se4)2,-8.274954433
1587,Sm3Al,1.1516338
1588,TiBeZn,-28.414742
1589,TbBi2IO4,-71.15689633
1590,ZrNi3,-10.28583447
1591,Na2LiN,-46.93766333
1592,HgRhO3,5.826854
1593,YAgTe2,-172.77428999999995
1594,Ba2CuH6,-11.70890748
1595,MgTl3,4.9350625
1596,PmInAg2,-2.053653367
1597,HoGeAu,-46.076524
1598,KNdTe4,-252.06649
1599,Hf2TcRu,8.8928301
1600,YbCdCu4,-11.86206067
1601,Rb2MgCl4,-103.6065857
1602,LiGa2Ru,-4.104605933
1603,Ca2Mg5Si8(O11F)2,-126.9397233
1604,YCo,-27.235631
1605,Ni4W,1.189437667
1606,LiScS2,-258.1856133
1607,Hg2GeSe4,-38.94152467
1608,CdGeP2,-95.010722
1609,Cr2S3,1.7723017
1610,Li2SiNiO4,-12.34821033
1611,Ba(BSe3)2,-287.9440667
1612,Si3Mo5,-5.565929033
1613,YbCdAg2,3.5424884
1614,ZrIN,-238.1492
1615,LiPmTl2,-15.522164000000002
1616,Na2SO4,-139.7143367
1617,Mg2Mn2O5,9.220533332999999
1618,LiAlRh2,-0.359975237
1619,Li3BN2,-237.8154833
1620,Ta2VZn2O8,-257.5086467
1621,Sr2B5H2O,-305.8182667
1622,Ca3SnO,-89.481747
1623,CeFeSi,2.162901433
1624,InAgSe2,-35.67709933
1625,Mg(BeN)2,-258.8378667
1626,KI,-91.193865
1627,KTa(CuSe2)2,-331.4053167
1628,SmIn2Ir,1.129606767
1629,Ba3P4,-212.01969
1630,LiLu2Pd,9.6947777
1631,Dy2Fe2Si2C,-7.616693467
1632,MgSn3,5.1857506
