,pretty_comp,shear_modulus_gv
992,HoSe,46.3
993,TbBRh3,87.6
994,Sb2Te2Se,21.913
995,SrPd3O4,67.66
996,ThH2,18.447
997,BeNb2Br,28.38
998,FeAg2SnS4,5.66
999,TiN,111.46
1000,DyZn,31.72
1001,BeCoHg2,22.706999999999997
1002,K2NaMoF6,23.7
1003,ScSnPt2,27.72
1004,KNaSmNbO5,41.986999999999995
1005,NdMnSbO,36.067
1006,NaBe2P,16.213
1007,TiCo2,105.72
1008,NdO2,58.9
1009,Nd3Tl,20.02
1010,ZnGeP2,50.01300000000001
1011,TaN,146.82
1012,ErFe2,27.44
1013,NbO2F,56.213
1014,HoSbPd2,19.32
1015,KAuBr4,5.807
1016,H3N,6.48
1017,KRbO,0.693
1018,Rb2PtSe2,18.58
1019,YbPmAg2,23.4
1020,Te8MoW3,17.653
1021,KNaO3,7.28
1022,ZrBeMo,32.833
1023,KNa2Bi,12.94
1024,Li2V(OF)2,40.473
1025,Tb2SO2,68.34
1026,Sn2PClO4,20.74
1027,K2MgF4,30.666999999999998
1028,ZrRh3,114.68
1029,NdCo2,31.72
1030,BeFeBr2,7.813
1031,Li2PmGa,29.46
1032,PuS,47.3
1033,Mo3W(Se3S)2,26.7
1034,Ba(MnAs)2,42.586999999999996
1035,RbCdAg3(CN)6,9.547
1036,KNaSmTaO5,43.14
1037,SmInRh2,37.04
1038,RbSc5Te8,19.427
1039,BaAgP,34.086999999999996
1040,AgCN,28.267
1041,Sc2BeIn,24.186999999999998
1042,DyCrO4,59.467
1043,NaHo2F7,24.593000000000004
1044,Be2FeSb,49.227
1045,DyAg,30.16
1046,ThSe,56.32
1047,LiTiPO4F,48.88
1048,CaGaSnH,31.593000000000004
1049,UAl3Pd2,66.68
1050,NaLiCO3,23.033
1051,Li2PrAl,29.26
1052,HfBeBi,13.953
1053,ZrP2(HO3)2,37.02
1054,CrNiO4,37.653
1055,Rb3Y,3.34
1056,Er2AgRu,36.66
1057,K2ErF5,24.2
1058,Nd3Si2S8Br,23.813000000000002
1059,BaCrCl2,11.533
1060,BiB,59.14
1061,LaVCrO6,103.867
1062,NaGaH4,9.88
1063,PuSi2,40.387
1064,Dy(MnGe)2,64.12
1065,Au2S,5.02
1066,Sm2MgAl,33.82
1067,NbInSe2,26.947
1068,KSmS2,30.56
1069,Li4GeO4,51.58
1070,MnBe2Zn,79.96
1071,BaMnV2(AgO4)2,30.647
1072,TlPF6,10.08
1073,Be2CdOs,71.82
1074,V2ZnO6,44.407
1075,Y(SiPd)2,52.42
1076,BaAg2,17.547
1077,BaAlGe,34.56
1078,CF2,6.26
1079,Y(CoB)2,109.24
1080,LiYS2,48.38
1081,Ho3AlN,69.74
1082,TiCrAs,87.24700000000001
1083,Ba(PIr)2,56.62
1084,KNa(BH4)2,6.4
1085,NdCl3,22.467
1086,CrPt3,98.52
1087,Ca2AgSbO6,59.126999999999995
1088,Yb3GeO,38.06
1089,ZrInPd2,38.667
1090,Rb2MnBr4,7.0329999999999995
1091,HoHg2,28.94
1092,TaBeFe,56.88
1093,In2Ge2O7,49.213
1094,Ti3Ge,36.94
1095,FeNiGe,25.373
1096,NaN3,14.253
1097,Tl4SnTe3,15.88
1098,NiAsRh,42.12
1099,Mn(PtO2)3,52.52
1100,Tm2ZnRu,37.76
1101,Ba2Ti3O8,29.48
1102,MnHg,35.58
1103,As8S9,8.447000000000001
1104,Rb3Re,3.627
1105,Nd(BIr)4,76.547
1106,Mg(AlH4)2,11.207
1107,Sm3Ho,23.92
1108,ZrB,94.66
1109,SrClF,28.433000000000003
1110,Mg6MnO8,105.06
1111,Pr(CoB)2,91.34700000000001
1112,SrCa(CO3)2,32.527
1113,AgTe4Au,21.293000000000006
1114,Ce(CuSi)2,72.24
1115,PAuS4,12.353
1116,VGeRu2,59.82
1117,HoAgTe2,23.86
1118,Na2WO4,33.24
1119,YCu,35.18
1120,LuSBr,23.186999999999998
1121,Ba(P2Pd)2,33.1
1122,ScGaCu2,41.82
1123,NdHf,30.58
1124,CuI,13.687000000000001
1125,ScSbRu2,96.04
1126,PaZnRu2,41.28
1127,Li2CdPb,15.86
1128,Ti2BeCl,22.393
1129,Li2RhF6,28.44
1130,AlCr2,99.60700000000001
1131,MgB2,133.893
1132,K3Sb,11.0
1133,HfV2,9.12
1134,Fe3PtN,98.24
1135,Tl2Au,7.487
1136,InBr,9.02
1137,Hf2BeTc,63.4
1138,KCaBi,9.787
1139,TiBe2Nb,60.073
1140,NaSmSe2,26.947
1141,Cd4SF6,32.68
1142,PrAgPb,34.42
1143,NbTlBr4O,14.253
1144,MgSiRh2,65.48
1145,ZrNi3,70.973
1146,NaZr2Be,17.253
1147,Ca2Ti3O8,58.113
1148,CuSnH2(NO3)2,19.327
1149,TiBe2Pt,45.08
1150,BeCr4In,41.68
1151,ZrBeCr2,50.88
1152,KBeNi2,21.573
1153,Li3MnO4,76.94
1154,Ba(CoAs)2,35.547
1155,Be2CrTc,92.787
1156,Li2MgSi,40.28
1157,NdPb3,17.44
1158,Na2PtC2,39.287
1159,Ti2AlCr,17.54
1160,Mn5O3F5,27.526999999999997
1161,BaNbCr2,22.48
1162,Tm2ZnPt,40.2
1163,Rb3Ir,8.513
1164,SmTa3,19.9
1165,BaSr2Te,11.873
1166,ZrBrN,37.12
1167,Ca(CdSb)2,19.66
1168,SbClF8,9.08
1169,Mn2SnS4,27.76
1170,TbYb2PrS6,21.453000000000007
1171,CdP2(HO)4,10.26
1172,SrCrO3,100.7
1173,Te2Mo3S4,19.813
1174,Na3Mg,6.0
1175,BeNbRu,62.733000000000004
1176,AgH4WS4N,10.933
1177,Ho2In,27.593000000000004
1178,KBeO3,6.9
1179,HfAlNi2,31.06
1180,DyAgTe2,23.566999999999997
1181,Ba4MgSc,0.96
1182,Ti2CuTc,52.72
1183,NbTe2,26.273000000000003
1184,Sr2MnO4,66.453
1185,TaGaFe2,118.3
1186,PtCl2,13.44
1187,V3Cd,44.6
1188,Li5AlO4,54.433
1189,Ca4BeW,13.82
1190,VBr2,11.753
1191,Rb2S3,10.047
1192,BaZnCl2,17.66
1193,Ti2AsW,19.86
1194,PuNiC2,56.367
1195,LiSc2Be,26.46
1196,BaIrO3,67.02
1197,Mg2SnN2,56.327
1198,AlP,47.06
1199,Ag2HgI4,6.2
1200,B2Os,178.47299999999996
1201,Er2CdS4,24.26
1202,K4Sn3Se8,10.9
1203,HfZrZn2,51.18
1204,BaPIr2,31.533
1205,Ba2CrBr,1.18
1206,Rb2CrF6,9.04
1207,Na6S2O9,23.42
1208,CeSb,18.76
1209,Be2TlIr,43.96
1210,Mg2Sn3O8,59.306999999999995
1211,Ti3TlC,77.04
1212,ZrSnPd2,34.3
1213,LiTaBe,14.56
1214,NaSc2Be,13.08
1215,MgS,22.64
1216,Te2Mo,9.927
1217,KNbS2,48.147
1218,Ca2SnN2,47.42
1219,HoAgPb,33.467
1220,Li2VO3,77.773
1221,SrAu5,25.093000000000004
1222,ScZnRh2,62.48
1223,Mg(ScS2)2,29.12
1224,GaAg2,23.573
1225,Nd2TeS2,25.226999999999997
1226,Zr2Al,52.613
1227,Li4TiS4,15.593
1228,KBrF4,9.667
1229,MnTlCl3,18.36
1230,BeGeN2,148.953
1231,SmTiGe,32.613
1232,BaSr3O4,52.88
1233,CuF2,29.013
1234,Th3P4,60.2
1235,Ho2AlSi2,59.967
1236,PbBrF,20.28
1237,HfBe2Ru,35.68
1238,CaAlH5,31.147
1239,Na3AgO2,30.63300000000001
1240,MgTi2S5,17.553
1241,CoPt,106.62700000000001
1242,LiBe2Ru,70.727
1243,Tb2In,25.0
1244,MgBePb,5.28
1245,HfNi2,77.38
1246,NbGaCo2,33.68
1247,ScSbRh2,20.6
1248,HoZn,32.84
1249,YPO4,79.313
1250,WCl6,8.027000000000001
1251,SnF3,25.12
1252,CuO,0.3670000000000001
1253,Na2MnBe,14.56
1254,Ta2ZnO6,85.34
1255,Si2SnO6,61.633
1256,NbSb2,69.66
1257,BaNi2Cl,3.467
1258,MnNi3,87.48
1259,KCu4Se3,15.56
1260,RbLiCl2,11.552999999999999
1261,PbF2,23.47300000000001
1262,ZrHg,38.37300000000001
1263,BeRh,104.2
1264,YGa,46.747
1265,KNO2,8.027000000000001
1266,Li2VGeO5,52.253
1267,AuCl3,5.492999999999999
1268,TbVO4,60.747
1269,PtO2,71.16
1270,SmGeRu,46.946999999999996
1271,SrInHg2,11.62
1272,NdSn3,22.64
1273,Np2InPt2,35.273
1274,BeCuTe,18.627
1275,ZrAu2,53.913000000000004
1276,Mn2AlCo,62.66
1277,Sc2AlIr,53.7
1278,InCuSe2,22.267
1279,MgV2O5,32.22
1280,ZrAlAu2,22.68
1281,LiMnSb,13.967
1282,Al2O3,58.687
1283,Rb2MnTe2,7.8729999999999976
1284,NdCoP,44.093
1285,LuTaOs2,106.06
1286,AuCl,4.773
1287,KVO2,42.94
1288,Hg2P3Br,21.366999999999997
1289,MnGaFeCo,26.42
1290,UNiAs2,51.12
1291,NaF,36.1
1292,YbSnRh2,48.9
1293,RbCuC2,23.566999999999997
1294,Sb2TeSe2,23.213
1295,CrHgAs,6.48
1296,YScBe,40.78
1297,MgVO2,25.653000000000002
1298,NaBr,14.32
1299,TbMn2,11.2
1300,SrBeSb,9.92
1301,TaTl3Se4,8.6
1302,K2UTe3,15.613
1303,ScI2,17.2
1304,ZrAs2,71.78
1305,BaGe,20.107
1306,Na4CO4,19.753
1307,CeP,27.68
1308,HoAu4,32.013000000000005
1309,LiCo(CO)4,2.8
1310,VNCl4,9.413
1311,CaBeGa,6.52
1312,Mg3BN3,42.37300000000001
1313,TlBSe3,13.56
1314,Be2NiCl,30.066999999999997
1315,BeTlP4,2.22
1316,CrH,132.34
1317,SmBRh3,82.24
1318,TiBeW,55.01300000000001
1319,AuClO,20.453
1320,HgCS(OF)3,8.793
1321,Mn3Hg,41.52
1322,YbTe,31.58
1323,YNi5,69.04
1324,DyP,65.92
1325,Mn3Sb,7.38
1326,KThCuS3,24.846999999999998
1327,BaZn(NiO2)4,37.107
1328,CuRhO2,52.946999999999996
1329,SmNi,24.88
1330,Li2Fe(PS3)2,28.046999999999997
1331,U(SiNi)2,59.153
1332,HoTiGe,50.08
1333,HoAl3,59.5
1334,FeAs2,112.493
1335,Lu2GaCu,40.94
1336,ScZn2Ag,43.2
1337,Sc2BeCl,16.74
1338,Sr3GaO4F,55.893
1339,GaFe2Ni,41.82
1340,ErTlS2,31.166999999999998
1341,Mn(NbS2)2,18.993
1342,Ba4BeMo,1.44
1343,Mn2CoSi,36.44
1344,Sm2MgIr,21.62
1345,PrS,49.84
1346,Zr2SbP,73.3
1347,PrSO,41.446999999999996
1348,SiOs,128.4
1349,Ba2RuO4,54.867
1350,BeTe2Pd,16.187
1351,Li2CO3,59.887
1352,MnBeCl,36.247
1353,TbHO2,40.72
1354,Ag2HgSI2,6.2070000000000025
1355,SmI3,4.46
1356,PtI3,13.867
1357,TaCoSb,58.9
1358,NaBH4,10.812999999999999
1359,SO3,12.02
1360,LiPrSn,29.66
1361,Nd3Mg,20.753
1362,Li2FeBr4,16.1
1363,Li2BeBi,5.62
1364,RbPrS2,27.16
1365,KNdTe4,19.012999999999998
1366,CoTe,48.973
1367,ThNi5,62.027
1368,Ti3Ir,4.0
1369,Yb3Si5,42.6
1370,ErNbO4,68.94
1371,MnAl,77.14
1372,Nd3InN,52.84
1373,Nd2Tl,17.44
1374,ZrBeHg,42.967
1375,Dy(FeB)2,79.207
1376,TaSbRu,67.0
1377,Zr2Np,21.987
1378,Pm2CuRu,30.26
1379,LiCaN,41.933
1380,Ag3N,2.48
1381,K2SnSe3,8.787
1382,Ti3Au,22.96
1383,GaSb,29.107
1384,SiTe2Os,33.82
1385,ZnNi3C,67.1
1386,NbCrGe,92.90700000000001
1387,PmBiRh2,6.36
1388,LiAc2Si,22.16
1389,HoI3,5.073
1390,ScCo3B2,129.153
1391,DySI,17.247
1392,HfBeSb2,14.667
1393,P2Ru,142.0
1394,ThZn4,47.187
1395,PbI2,6.38
1396,CeSi2Ru,66.68
1397,Nd3PbC,18.08
1398,CeOF,56.94
1399,ErCuSi,62.586999999999996
1400,Sr(CoP)2,43.707
1401,Sr3SbAs,18.26
1402,LiCuAu2,1.3130000000000002
1403,Be2CrBi,24.1
1404,Zr2Pd,50.233000000000004
1405,YAgSe2,24.587
1406,MnBe2Te,37.0
1407,AlAgTe2,17.053
1408,Ba2ScTl,13.26
1409,Cu3N,48.74
1410,Ca3MnN3,53.233000000000004
1411,BiTeCl,12.253
1412,KNO3,11.427
1413,BeVMo,58.273
1414,Ba(MgSb)2,26.56
1415,InCuO2,43.593
1416,Nd2PbSe4,32.22
1417,LuBr3,6.6129999999999995
1418,MnGePd,40.533
1419,EuPd,29.74
1420,ScAlNi2,58.12
1421,YAgSn,42.3
1422,U2PN2,92.2
1423,CaSi,40.273
1424,MgZn2,12.747
1425,ScAl2,66.8
1426,SmHoRu2,48.64
1427,Ti2BePb,8.312999999999999
1428,MnCu2GeS4,21.206999999999997
1429,MgTi2O5,74.76
1430,NbCrSe5,25.8
1431,Al2W,21.8
1432,Co2C,108.273
1433,Sr(MnSb)2,17.5
1434,ErTaO4,76.747
1435,TaZnRh2,36.86
1436,Pr(CdP)3,33.093
1437,K8PO3,10.16
1438,Te2Mo,25.32
1439,Np(GeRh)2,55.047
1440,Li3V2O6,63.586999999999996
1441,MgMnF6,43.22
1442,K3GeS3,14.652999999999999
1443,Lu(CrSi)2,53.44
1444,TbCuSi,60.273
1445,TbCd,26.58
1446,MnTePd,16.66
1447,K3WF6,8.96
1448,BaRuCl2,13.853
1449,BaMnCO3F2,22.62
1450,CrBr3,6.58
1451,TiAl3,66.96
1452,BeSnCl,7.1270000000000024
1453,Fe(NiSe2)2,35.993
1454,BeZn2Fe,42.773
1455,BaMg2FeH8,40.653
1456,V3Re,73.68
1457,ZrB,93.46700000000001
1458,YbPt3,73.16
1459,Pr3Al,23.04
1460,SrSi2,37.46
1461,ErBi2BrO4,45.647
1462,Ga2S3,26.44
1463,HoAl2,59.38
1464,Be2BiIr,27.2
1465,SiH4,2.873
1466,BaSrCa2,9.26
1467,ErSCl,22.747
1468,Li2SbPd,35.62
1469,Sm3GaC,49.36
1470,Fe3Pd,87.42
1471,PmHoMg2,28.3
1472,Li2MgCu2(Si2O)2,59.52
1473,ScCl3,10.82
1474,Li2AlPt,44.4
1475,Be2InTc,91.56700000000001
1476,ScSiPt2,74.027
1477,LiCa2Tl,22.4
1478,Mg2Pb,24.98
1479,DySnRu2,62.72
1480,Mg2Co3O8,64.133
1481,RbCu3S2,22.24
1482,MnBe2Ni,76.58
1483,RbFe(MoO4)2,28.846999999999998
1484,CaBeBi2,11.513
1485,YZrBe2,49.647
1486,KYbS2,17.673
1487,ScSe,50.98
1488,TiTc,76.8
1489,Ca2CoO3,62.967
1490,CdCu2GeSe4,23.36
1491,Ca5Si3,30.79300000000001
1492,Li2MoO3,81.32
1493,Sr(AsO3)2,67.013
1494,MgAl2O4,111.04
1495,Ca(FeN)2,44.76
1496,Ba2SmNbO6,76.82
1497,ThSb2,35.16
1498,SmBi2IO4,41.367
1499,Ce(AsRu2)2,80.12
1500,TbAgSe2,21.613000000000003
1501,Li2FeNiO4,78.98
1502,CaBeRu2,14.02
1503,Cd(GaO2)2,62.08
1504,Cu2Te,13.693
1505,LiErSe2,29.487
1506,ReSe2,42.76
1507,Ca3SbAs,21.28
1508,ScPS4,17.867
1509,CaPb3,18.62
1510,LiNbIr2,82.24
1511,SmIn,26.96
1512,BePtCl2,12.247
1513,ThMgZn2,25.46
1514,BaGeF6,30.587
1515,MgBr2,14.527000000000001
1516,YB6,108.04
1517,HgO2,14.847000000000001
1518,SrScBe,25.933000000000003
1519,Dy(HO)3,30.47300000000001
1520,SnI4,4.78
1521,Y2MgAl,41.12
1522,SrTiO3,115.1
1523,SbSI,13.12
1524,Ga2BiAs,25.233
1525,LiTiV2O6,60.993
1526,InNi,40.78
1527,ScAu2,53.553000000000004
1528,SrTaBe,18.4
1529,AlB3H2,4.227
1530,RbAg3Se2,14.287
1531,Er2O3,77.687
1532,Sn2IF3,12.373
1533,K3AlH6,12.96
1534,SnH8(NCl3)2,11.2
1535,K2HfF6,6.96
1536,PmInAg2,25.32
1537,Ba2HfCl,0.04
1538,MnNbP,106.807
1539,Rb3As,5.907
1540,KHCO2,12.1
1541,Sb2TeSe2,23.54
1542,N2O,5.3
1543,Ca3UN4,79.773
1544,ZrMoP,112.167
1545,FeAgO2,45.093
1546,DyYZn2,32.26
1547,CoHg3,7.72
1548,GaCuCl4,9.547
1549,K(AsRh)2,34.073
1550,Sr2CrO4,75.72
1551,ScAlPd2,38.78
1552,ZnNi3Sb2,26.79300000000001
1553,YFeF5,38.273
1554,PrMnSi,22.713
1555,SmAu,27.04
1556,TiAgHg2,26.76
1557,Li2Fe(P2O)2,27.94
1558,MnAs,42.02
1559,H6PbCNCl3,10.02
1560,Co2As,31.366999999999997
1561,MgCr,15.587
1562,KFeF3,31.64
1563,Sr3Bi2,16.86
1564,TlI3,5.727
1565,PdO2,36.64
1566,CaH2,33.433
1567,BaNd,8.867
1568,RuF6,4.9
1569,InPH2O5,45.433
1570,Co3SnC,67.1
1571,NaEr3,22.12
1572,Ca(GaO2)2,94.36
1573,K2AgBi,9.892999999999999
1574,BeIrOs2,189.28
1575,Ge2O3,109.84
1576,RbClO2,10.013
1577,Li2AlRh,42.02
1578,Mn2BeCo,114.25299999999999
1579,CaBiAsO6,29.1
1580,Rb3MgH5,11.133
1581,ThSe2,32.433
1582,Ba3MgNb2O9,84.947
1583,Tm6ReO2,72.24
1584,Ni3S,45.3
1585,NaSmTe2,20.313
1586,BeCdTe,13.673
1587,Y2TiO5,68.833
1588,Th2Fe2Si2C,79.493
1589,Ag3BO3,7.693
1590,PrCo2,29.98
1591,VCuRh2,65.12
1592,SrHfO3,102.42
1593,BeCrIr2,79.693
1594,LuSnAu,42.42
1595,As2Se3,15.333
1596,Mn3Si,71.88
1597,NaCeAu2,18.22
1598,KNaNdNbO5,40.56
1599,Li2NbS3,34.78
1600,ThAs,57.78
1601,BrF3,9.387
1602,MnCl2,13.18
1603,NaBeBi,8.64
1604,BaTePd2,9.36
1605,ScAg,33.56
1606,LiCl,24.26
1607,LiFeF4,44.227
1608,FeSeCl7,6.893
1609,BaMnBr2,10.7
1610,ZrCl3,11.853
1611,Sr2N,16.987000000000002
1612,InBi2S4Cl,27.56
1613,USnAu2,18.16
1614,Y2C,35.7
1615,K3Al2As3,11.867
1616,Yb(GeRu)2,46.107
1617,Be2TeRh2,23.26
1618,TaGaCo2,46.26
1619,Dy(FeGe)2,60.51300000000001
1620,RbC,8.547
1621,NpIO,26.607
1622,AlSbI6,5.853
1623,Mn3GaC,105.14
1624,KNbO3,118.48
1625,Sr2BeW,25.06
1626,BeFePt,65.673
1627,NaH2Pd3,40.173
1628,SmCoO3,95.64
1629,Cr2Se3,33.287
1630,BiF5,24.406999999999996
1631,KCBr(NO2)2,9.773
1632,Be2CoPb,10.187000000000001
1633,MnBe2P,123.14
1634,AcBrO,34.793
1635,BaBeCo2,17.133
1636,Li3Pb,21.247
1637,UZn3,0.373
1638,Mg(IO3)2,24.29300000000001
1639,MnCoTe,13.14
1640,Mg(CoS2)2,43.82
1641,TbZn2,34.4
1642,Li(TiS2)3,37.37300000000001
1643,NaNb(CuS2)2,9.44
1644,K4P2PdS8,10.66
1645,TmHfIr2,30.6
1646,TlCrTe2,16.007
1647,MgF2,54.033
1648,LiNd2Os,27.3
1649,V(CoSe2)2,56.266999999999996
1650,Tl3Ga9S3O2,18.867
1651,Na3SbSe4,6.52
1652,Nb3Ga2,96.15299999999999
1653,Be2TcSb,47.333
1654,NaY2In,29.48
1655,LiZn2Cu,1.3130000000000002
1656,TiOs,130.34
1657,Na4NpO5,42.493
1658,YbBiPt,28.96
1659,Y3AlC,63.68
1660,ThZn2,36.38
1661,Ba(MgP)2,39.94
1662,Ba2Mn3(SbO)2,30.753
1663,MgBeIr2,43.387
1664,NaAsS2,12.392999999999999
1665,MgSiNiO5,83.413
1666,HgPb2(ClO)2,14.46
1667,Cd(GaSe2)2,21.74
1668,Bi2Te3,20.973000000000006
1669,MgTiF4,42.22
1670,Mg2P2O7,72.533
1671,Pd(SeBr3)2,7.7929999999999975
1672,CaBeCd2,3.92
1673,LiBeSe2,10.087
1674,PrH2,42.22
1675,NpB6,112.28
1676,MnBe2V,35.933
1677,MnV,120.18
1678,HoSi2,22.253
1679,Sr2FeBrO3,36.427
1680,InAuO2,40.44
1681,Li5MnO5,54.34
1682,TiSi,59.96
1683,MnSn,36.273
1684,Sb4Br2O5,20.133
1685,NaYbSe2,14.5
1686,Sc4BeTc,9.62
1687,HfSiNi,15.48
1688,SnBr2,9.413
1689,Mg4Ta2O9,82.86
1690,CuCl4,10.093
1691,CaN6,26.906999999999996
1692,CaIn,25.487
1693,Cd2As2O7,34.007
1694,Ca3AsN,55.18
1695,Hf2ZnHg,36.486999999999995
1696,Lu2ZnTc,43.46
1697,B2Mo,172.547
1698,HoCu,37.24
1699,CaAgAs,37.88
1700,PrP,54.72
1701,NaBe2Pt,40.7
1702,HoCd2,31.5
1703,LiMgP,31.14
1704,CeCoGe,26.08
1705,Hf(CoSi)2,100.24
1706,Ca2Pb,20.56
1707,DyInCu2,38.66
1708,Tb(GeRh)2,61.927
1709,BeTcHg,25.346999999999998
1710,BaYPt2,30.673000000000002
1711,ScIr,61.1
1712,Be2CrHg,37.707
1713,OsCl2O,56.37300000000001
1714,TiBe2Os,36.453
1715,YBe2V,29.34
1716,LiCrS2,34.84
1717,ThSe,50.34
1718,ErCuSe2,29.22
1719,LiInSe2,29.366999999999997
1720,NaBeFe4,38.94
1721,ZrGeSe,70.613
1722,Sc2BeOs,20.293
1723,Ba(AsPd)2,35.427
1724,HgCN2,15.047
1725,Hg3(ClO)2,14.093
1726,BeGa2Mo,113.02
1727,TiSnPt,54.74
1728,NpAsS,60.007
1729,ZrPd2,55.967
1730,Ho2CdS4,36.727
1731,BW,194.727
1732,P3Rh,98.26
1733,PmCl3,5.8870000000000005
1734,TbPb3,14.26
1735,BeInSe,13.2
1736,VH6(OF)3,3.48
1737,Tb(SiRu)2,78.54
1738,ZrRu,79.1
1739,UAs2,60.5
1740,Sr2BeNi,15.673
1741,MnInRh2,70.02
1742,Ca7Ge,11.34
1743,Rb2PdC2,21.526999999999997
1744,MgCuP,47.573
1745,TmAl2Ni,59.78
1746,KBeBr2,0.76
1747,CaBeSi2,45.4
1748,Li6TeO6,49.133
1749,TmCo3B2,126.59299999999999
1750,BaInMo2,44.407
1751,MnPd3,64.753
1752,BeBiSe2,20.333
1753,PrHo3,25.16
1754,MnBeFe2,87.25299999999999
1755,NaHS,11.787
1756,Ba2YTlCr2O7,40.213
1757,MnH2SeO5,21.24
1758,LiTl2InCl6,14.8
1759,Ba(POs)2,53.96
1760,CaGe,36.01300000000001
1761,RhF3,47.827
1762,SrSnP,28.52
1763,PbO2,55.493
1764,Li3FeP2HO8,43.393
1765,Be2SiNi,66.567
1766,VCoB3,200.69299999999998
1767,Fe5Si3,89.693
1768,DyGeAu,45.733000000000004
1769,VZnSF5,18.993
1770,SrBeCu,26.97300000000001
1771,TiF4,12.773
1772,Rb4In2S5,9.693
1773,Yb3SnC,13.32
1774,Na2Zn2O3,32.753
1775,IF7,5.78
1776,Hg3(SF)2,12.36
1777,BeFeCl,38.547
1778,CaPt5,73.68
1779,SrCuP,48.453
1780,TmH2,60.66
1781,Ba2Ga2O5,67.78
1782,ScRu,57.6
1783,Te(HO2)2,53.586999999999996
1784,LiY2Ru,31.16
1785,LiGaTe2,14.493
1786,TiZnO2,61.7
1787,CrWO4,140.513
1788,Tl6TeO6,8.593
1789,Mn2InCo,52.96
1790,Li4FeN2,31.72
1791,Na3Al,7.78
1792,TlFeF3,27.026999999999997
1793,PrSi,50.84
1794,Ca4BeRh,7.3
1795,Li2CaPb,27.36
1796,MnAgO2,32.72
1797,HgIBr,5.5729999999999995
1798,BeVOs2,76.78
1799,AgCNO,7.212999999999999
1800,Rb3Sn,4.84
1801,MgCoF6,43.533
1802,LiLu2Rh,36.96
1803,Sm4S3N2,43.347
1804,MoWSeS3,31.1
1805,YbNi2B2C,67.52
1806,Sc2BeGa,25.673000000000002
1807,Mo2Se3S,26.3
1808,Ba2CrIn,14.18
1809,LuSF,47.533
1810,DyNi2,45.48
1811,DySnPd2,15.66
1812,RbYO3,28.78
1813,ErCd,31.72
1814,MgBe2Ru,78.747
1815,SmTmRu2,50.04
1816,CaBe2Tc,45.207
1817,AlPS4,11.127
1818,NaScAs2O7,33.306999999999995
1819,Na3Co,8.06
1820,USb,44.0
1821,NbAlPt,1.62
1822,Al(CoO2)2,74.98
1823,Ba2UCoO6,37.34
1824,Sr2NiTeO6,35.327
1825,NpNiSn,26.366999999999997
1826,Mg(BeN)2,175.82
1827,Er(CoGe)2,65.473
1828,K3Na(FeO4)2,19.887
1829,SrS2,33.773
1830,MoW2(Se2S)2,2.247
1831,NpIn3,38.38
1832,KNiIO6,36.507
1833,MnPSe3,17.507
1834,FeSb2,63.413000000000004
1835,SmErRu2,49.44
1836,Ho2PdRh,34.18
1837,Na2CO5,4.26
1838,Re3Ge,24.566999999999997
1839,Pm3Tl,20.92
1840,LiNd2Ga,24.92
1841,NiSb,48.64
1842,BeGa2Fe,62.933
1843,Ca(ZnP)2,45.87300000000001
1844,Be2RhBr,30.393
1845,Sr2SnO4,68.387
1846,Ba2YHf,13.18
1847,Lu2S3,32.927
1848,LaSb,35.96
1849,Sm3AuO6,60.69300000000001
1850,TlAsF6,11.007
1851,BaCd2Sb,9.232999999999999
1852,ScBeTl,52.773
1853,ErN,137.86
1854,GeS2,20.073
1855,NdSeF,49.453
1856,Sr2Fe2S2OF2,38.367
1857,KAuS,10.467
1858,Rb2ZrF6,15.833
1859,MgSc,34.56
1860,Sm3Th,23.04
1861,Mn2BeHg,68.35300000000001
1862,DyNiSb,57.06
1863,BaO2,35.87300000000001
1864,CrFe2Sb,0.66
1865,VF2,80.62
1866,V3Te4,31.79300000000001
1867,ZrTiF6,49.22
1868,MgGeN2,85.96700000000001
1869,Fe(PS3)2,20.287
1870,SmSnAu,41.173
1871,SrCaO2,67.86
1872,BaOsCl2,15.312999999999999
1873,RbScO2,66.7
1874,HgI2,5.46
1875,NaSbCl6,4.54
1876,LiIO3,20.647
1877,YCuO2,44.113
1878,Fe3RhN,84.9
1879,Hf2BeV,41.02
1880,TmFe2,43.78
1881,Y(CoSi)2,91.073
1882,V4SiSb2,74.893
1883,NaCaAs,22.52
1884,Li2CoCl4,17.627
1885,MnAlFe2,74.96
1886,PRh2,97.6
1887,Mg(BiO3)2,56.007
1888,Ca2BeCu,23.9
1889,RbTiS2,34.427
1890,Ba2MgV,13.2
1891,InSb2S4Cl,20.733
1892,TaZnOs2,101.04
1893,RbNdTe4,18.113
1894,BeInFe2,68.92699999999999
1895,Ba4MoSe,0.24
1896,CaSe,6.52
1897,SrLiP,33.753
1898,Ca2PI,24.373
1899,Mn2Co2C,100.493
1900,YSbPt,46.26
1901,GaFeNi2,69.34
1902,Nd(SbOs2)2,55.78
1903,Sc(CoSi)2,87.1
1904,CaSiO3,99.94
1905,Y3SnC,64.32
1906,NdHg2,25.86
1907,RbBiO2,18.553
1908,BeCrCo2,90.587
1909,NbNi2Sn,47.92
1910,Co(BW)2,202.46
1911,BePBr,14.892999999999999
1912,LiTlPHO3,11.46
1913,Ba3Sb2,15.58
1914,Sn(CO2)2,13.453
1915,PmY,20.253
1916,K2BaTi,2.673
1917,Cr3Se4,31.95300000000001
1918,Rb2GeS3,9.747
