,pretty_comp,encut
1124,BeP2Rh,700
1125,UTa2O8,1200
1126,Tm2NiAs2,600
1127,LiSc2Tl,750
1128,MoF6,850
1129,ScGeRu,1050
1130,LiAlAu2,750
1131,Ca2Sb3O8,1250
1132,BaNaCd,500
1133,Sc3Tc,1100
1134,Li4Ti2V3Cr3O6,1300
1135,BaYCd,500
1136,ZrBe2Ru,1050
1137,Li2SmIn,750
1138,KH8N3,1200
1139,BTe2As,500
1140,NbSeBr3,700
1141,Sc2CCl2,750
1142,Li2GaPd,800
1143,BeFePd2,950
1144,BaSrCl,600
1145,TmGa,500
1146,P4Se5,1500
1147,ZrFeF6,1150
1148,BeVCd4,1150
1149,LiAuS,1200
1150,Al2HgO4,1200
1151,CdSnO3,800
1152,SrOsO3,850
1153,Li3Co(OF)2,1300
1154,MgF2,750
1155,TbCuAs2,850
1156,Li2InRh,750
1157,AlSbO4,1150
1158,TiBeTl,700
1159,Be2SbPt,1000
1160,Ca(AlGe)2,500
1161,Ta2Sn2O7,1250
1162,BePb2S,700
1163,Sr3AlO4F,1200
1164,Tb(Fe2P)2,950
1165,LaBe2Pd,2000
1166,YbHfIr2,500
1167,Li2CuSnO4,1250
1168,Li2GaAg,800
1169,ScSnPt,500
1170,MgSO4,1250
1171,K2NiF6,750
1172,Be2CdNi,1050
1173,TmGaO3,1250
1174,ErCdAg2,550
1175,Cr3Ru,550
1176,LiGa2Ni,700
1177,Nb3PbS6,800
1178,ScGaO3,1250
1179,Ca2PrO4,1150
1180,Bi2Se3,500
1181,FeCN2,1050
1182,BePdPb2,1000
1183,CaMgSiO4,1300
1184,Er2FeSi2,800
1185,Tm5Sb3,500
1186,Ba4VPt,600
1187,EuAl4,500
1188,InPbCl3,750
1189,K4MnCl6,850
1190,Ba3Ho2Cu2Pt,1250
1191,BaCaCr4,500
1192,VZnF6,750
1193,RbAuCl4,850
1194,Li4Mn(OF)2,1300
1195,AlO3,1150
1196,YbPm3,500
1197,TiCoSn,600
1198,Si3CCl8,700
1199,SrTa2Bi2O9,1250
1200,DySiIr,550
1201,Ba2BiMo,550
1202,K3NaCr2O8,1200
1203,Be2HgP,1000
1204,NaRe2As,600
1205,MgMnBe2,1000
1206,MgNi2Sn,650
1207,GaAgO2,800
1208,FeO,1200
1209,Tm3Si,500
1210,LiCaRh,500
1211,YbSn2Pd,600
1212,Dy(MnGe)2,700
1213,NdY3,550
1214,CaTaTc,800
1215,Nd2MgAl,650
1216,PrBi2BrO4,1100
1217,YbB2Ir3,650
1218,Fe3W3C,1400
1219,Ba4TiIn,600
1220,ReSeCl,900
1221,Ba2PdO3,800
1222,Sr2FeSO3,1200
1223,Rb3TaS4,900
1224,Ba4TlV,600
1225,CoCu2Sn,650
1226,U2AsN2,900
1227,LiYbGe,800
1228,TcMo2As,800
1229,GaS,600
1230,AsCl3,850
1231,YFe4Cu3O2,1450
1232,CaReH4ClO6,1250
1233,BeP4Ru,650
1234,LiAlPt2,750
1235,MgBe2Sb,950
1236,BeSiAs2,1000
1237,CeSiO4,1050
1238,Mn2FeO3,750
1239,Li6MnF8,1250
1240,Zr2BeW,1000
1241,TlInSe2,550
1242,ScC,800
1243,GaNi2,700
1244,NaBe2Bi,1000
1245,CeZn3Cu2,1450
1246,Tl2HgSe,550
1247,ReAsPd2,500
1248,Li3FeOF3,1250
1249,Y(TiS2)2,650
1250,CuP2,950
1251,Tl3VO4,800
1252,Ba2HfBi,550
1253,TiBeBi2,650
1254,Pu3In,800
1255,BeZn2In,600
1256,Rb3Re,500
1257,Np(SiOs)2,750
1258,BaSr2Bi,500
1259,LiMg2Hg,750
1260,Ba4HgPt,500
1261,Ti3Zn2O8,1250
1262,Li2TiVO4,1250
1263,PrAs,500
1264,BeMo4Pt,950
1265,K2BeGa,650
1266,Cr2FeTe4,500
1267,RbIn4,600
1268,Ag3P,550
1269,Al2CuCl8,850
1270,ZrHgO3,800
1271,Mo3Os,650
1272,TaBe2Ru,1000
1273,MnPSe3,650
1274,MgNiSb,650
1275,Ba2BiSb,600
1276,NdRh3,650
1277,TaF3,650
1278,HfCo2Sn,600
1279,ErH2,600
1280,H3F2,800
1281,TmCdHg2,600
1282,NaMnO2,800
1283,Nd(CoP)2,600
1284,NaNbN2,850
1285,BaIrRu,500
1286,RbTlBr3,500
1287,Er2ZnCu,550
1288,NdTeCl,600
1289,Li5Mn2V3,1250
1290,YScAu2,550
1291,Sr(AlCl4)2,850
1292,RbMnSe2,500
1293,ErInAg2,500
1294,Ti4ZnO9,1250
1295,ScBeV2,650
1296,PaO2,1150
1297,Tb2Pb2O7,1250
1298,Ba(MgSb)2,650
1299,Ba4LiHf,750
1300,Ba(AlTe2)2,700
1301,RbIrO3,850
1302,C5N4,1300
1303,TaPbS2,650
1304,Mg4H2O5,1100
1305,Li2Co2SiO6,1300
1306,EuSe,500
1307,BeNiHg,650
1308,CI4,850
1309,TiCo2Ge,700
1310,Ba4TlSb,600
1311,TaBe2Pb,1000
1312,Ba2Sn3O7,1200
1313,ZrFeCl6,850
1314,Ca5As3O2F,1300
1315,LuZnRh2,500
1316,Li2BeCd,800
1317,Ba4YRh,500
1318,Mn8(OF)3,1250
1319,Ba4GeOs,700
1320,SrSiO3,1150
1321,DySb,500
1322,AlPNCl5,1100
1323,GaH5(NF)2,1200
1324,Li2MnFeO4,1200
1325,FeNiGe,800
1326,LiBe,850
1327,Ba4ZnCo,650
1328,Sr2Co(BrO)2,800
1329,RbInO3,750
1330,Li5VCr3O8,1250
1331,ErSi2Rh3,650
1332,BiPbClO2,800
1333,LiAl2Ru,700
1334,Cr4Cu3O2,1450
1335,KScO2,800
1336,Sm2Mn2P7,1300
1337,Fe3Re,800
1338,SmZnRh,750
1339,Dy5Si3B,600
1340,LiYb3,750
1341,Ca2SiO4,1150
1342,NdS3,600
1343,Ta5As4,500
1344,Be2SnTe,1000
1345,NaCdPb2,500
1346,Mg4BePb,750
1347,Re3Tc,550
1348,PrB2ClO4,1250
1349,MnCu2SnS4,600
1350,Er3TaO7,1250
1351,NdSi2Rh3,650
1352,Sm3Al,500
1353,Cr3InO8,1200
1354,Be2SeBr,1000
1355,MgMnO3,1100
1356,NaAu(SO4)2,1850
1357,BaV2O6,1250
1358,LiMnVO4,1300
1359,KGeBr3,500
1360,Dy2Cr2C3,900
1361,Ho2CdS4,750
1362,ZrFeTe,500
1363,LiYb2InGe2,750
1364,NaAlBP2H3,1850
1365,AlBN2,900
1366,BeTlSi2,650
1367,Y3TlC,750
1368,Zr3InF5,1300
1369,Zr2BeGa,1000
1370,Nb3Pb,850
1371,TbSbPd,500
1372,Rb2ZnO2,1200
1373,Li3Co3OF7,1250
1374,Ca(FeP)2,750
1375,YScO3,1150
1376,CaIn4Pd,650
1377,Er6I7,500
1378,TiAlNi2,600
1379,RbPbF3,600
1380,LiBC,1150
1381,ScFe2,800
1382,LaP,1500
1383,Na2Bi5AuO,1250
1384,CuAgS,850
1385,USi2,550
1386,Mg2AlB2Ir5,650
1387,Li5B4,1250
1388,Sr2Ge,700
1389,LuBi,500
1390,Li2PrAl,750
1391,Li3AsO4,1300
1392,Yb3In,500
1393,Ca2TlPb,500
1394,BaZnP2,650
1395,La(BC)2,1100
1396,Ca2CdAg,550
1397,Nd3NbO7,1250
1398,TiBeBi,650
1399,SrSm2O4,1150
1400,Ce2Dy2O7,900
1401,CrI2,500
1402,Nd2CuIr,600
1403,Ba2Sc2O5,1150
1404,Sr3Yb,500
1405,LiTaGeO5,1250
1406,CoAs4F8,1300
1407,Li2PrIn,750
1408,ZrBiRh,600
1409,Mn2BePt,600
1410,Na4Br2O,800
1411,YAgO2,800
1412,SbBrO,800
1413,MgBeGa4,650
1414,Dy2Re2Si2C,800
1415,Dy3Se4,550
1416,Li2Ti3SbO8,1300
1417,BeCoBi2,650
1418,Dy2TlCd,500
1419,NdSmZn2,650
1420,ErAl2,500
1421,DySCl,800
1422,YbSbAu,550
1423,OsC3I2O3,1100
1424,Tl3VSe4,500
1425,ZnCu3H6(ClO3)2,1200
1426,VTe2,500
1427,KNaSmNbO5,1250
1428,ScSbPt,500
1429,Th3Ge2,500
1430,Al2NiCl8,850
1431,Pr2SO2,800
1432,RbAsF6,1150
1433,AgSnRh2,600
1434,Na3Nd5Cl8,850
1435,ErBiO3,1150
1436,LiTiBe,750
1437,Co3(O2F)2,1250
1438,In2GaBiS6,650
1439,ZrMnP,650
1440,Li2CoCuO4,1200
1441,HfBiO4,1250
1442,LuMgAu2,650
1443,Yb(BiTe2)2,500
1444,CuHgPd2,850
1445,Ga4GeO8,1200
1446,NbCo,500
1447,BeNb4Ru,1000
1448,Be2GaIr,1000
1449,NbZn3,650
1450,Li7VO5F,1350
1451,YNiBi,600
1452,Si(CN2)2,1150
1453,Cu2SO5,1100
1454,Ba2H6Os,700
1455,Ba2CdBr,500
1456,BeVFe2,600
1457,Mg2As,1050
1458,ErCuPb,650
1459,K2SiP2,500
1460,ScBeCl2,900
1461,TmBPd3,500
1462,LiPr2Os,500
1463,Ta2BAs,500
1464,Pr2(Zn2Ge)3,750
1465,Ce2SbO2,1300
1466,UPS,600
1467,ScAlAg2,550
1468,NbCr2,750
1469,KBeSi,650
1470,Li4Mn3Co2(NiO2)3,1250
1471,Cr5Si3,1150
1472,KTa(CuSe2)2,950
1473,PaC,800
1474,SiP,950
1475,YSb2,500
1476,Lu2ZnCu,600
1477,YbMgCu4,600
1478,HfGaPt,1050
1479,YbBe3,1550
1480,LiCrIr2,800
1481,Zr2SbP,550
1482,Ba4ZrBi,500
1483,BaCdSb,500
1484,CeErMg2,850
1485,AgBrO2,800
1486,CuBSe2,850
1487,Ba2YTi2TlO7,1200
1488,K2NaAg3(CN)6,1150
1489,Sm3Mg,650
1490,Be2ZnCr,1050
1491,Co6O7F5,1250
1492,NiCl,600
1493,RbFe(MoO4)2,1200
1494,Na6Sn2S7,800
1495,BeNb4Pd,1000
1496,BrN,800
1497,LuInRh,650
1498,PBr,500
1499,MnAu4,550
1500,LaCo5,1100
1501,NdAu,550
1502,YBe2Ga,1000
1503,MgZrO3,1100
1504,Na2BeGe,600
1505,Ba4ZrMo,500
1506,SrTcO3,800
1507,MgInIr2,650
1508,BaScSb,500
1509,BPd2,850
1510,CaSbO3,1250
1511,NpMn2,800
1512,Sc2CuTc,700
1513,Sr(AuO2)2,1200
1514,NdMg3,750
1515,Fe3Se4,750
1516,Nb3FeS6,650
1517,ZnIrO3,850
1518,BaMg2Mn,650
1519,H3NO,1250
1520,BeGa2Cl,650
1521,NaBeMo4,950
1522,SrLi(BS2)3,1250
1523,ThNCl,850
1524,Sr(AlTe2)2,500
1525,BaMgOs2,550
1526,RbMgF3,1250
1527,HfSnS3,850
1528,ZrBeZn,950
1529,LiAgF3,1300
1530,Ba2Mn3AlO8,1200
1531,Te9Mo8S7,650
1532,Rb2NaVF6,750
1533,Yb(CuSi)2,650
1534,ErGeIr,700
1535,Pr3Si2S8Br,750
1536,VBiO4,1150
1537,BeAlB,650
1538,NaCaBe2,1000
1539,Mg3Cr,750
1540,Ba4MoP,600
1541,PrScGe,500
1542,Li3CrS4,800
1543,Ba4ZrIn,600
1544,SmB6,950
1545,PmTlAu2,550
1546,Tl2Ni3S2,600
1547,Ca(Al2Cu)4,950
1548,ScSiPt2,850
1549,CdPd2Pt,850
1550,Cd(AuF4)2,1200
1551,Yb2GaHg,500
1552,Er(MnGe)2,700
1553,CrAsO4,1250
1554,LiTbTl2,800
1555,Sm2TlAg,500
1556,ScGaRh2,500
1557,RbTmS2,600
1558,YTa3O9,1300
1559,Te2AuI,550
1560,B3Ru7,1350
1561,TiHgO3,1200
1562,YBeTl,950
1563,SiS2,600
1564,NaCuO2,850
1565,TbRh2,650
1566,Zn2BiWO6,1200
1567,NdPS4,750
1568,TbMg3,1000
1569,LiMgZn2,800
1570,BeGaRe2,650
1571,Lu3Sn,500
1572,TaBeCd,700
1573,PbO,800
1574,Li3UO4,1200
1575,Sr3Fe2O5,1100
1576,HoMnO3,1250
1577,DyZnRh2,500
1578,HoTh3,550
1579,Ba4InGa,650
1580,Fe3PtN,850
1581,MnInCu2,850
1582,MgO6,1300
1583,PrBiO3,800
1584,Ba4CoSb,600
1585,Li2HgPb,800
1586,U(OF)2,800
1587,Tl2TeI6,550
1588,Rb2VAgSe4,500
1589,Na2BePt,650
1590,Mg2CoH5,600
1591,BeNi4Ru,1550
1592,CaInRh2,550
1593,Li2Cr(PO4)2,1250
1594,MgBeTl2,700
1595,NpRh3,600
1596,BaTbO3,800
1597,Sc2TiO5,1250
1598,NpAu3,500
1599,SbAsO3,1300
1600,ScSnRu2,500
1601,In2Si2O7,1300
1602,Ca3AsBr3,500
1603,YFeO3,850
1604,DyAl3,500
1605,NbPbS2,600
1606,K3BePCO7,1300
1607,CePmZn2,1250
1608,ZrTe3,600
1609,VGeRu2,500
1610,BaBe2Ge,1000
1611,YTiF5,750
1612,BeCrIn2,650
1613,TiNiO6,850
1614,RuCl(OF3)2,750
1615,CuSn,600
1616,LiZrO2,1200
1617,Ni2P2O7,1250
1618,Rh3F,950
1619,BeVRh4,1100
1620,RbPr3,500
1621,Sc3In,500
1622,MnBe2Os,1050
1623,PbSO3,1200
1624,MnSbRh,500
1625,Lu5(TeAu)2,550
1626,MgZnNi2,650
1627,NaCrSe2,500
1628,DyCoO3,1250
1629,BeNbSi2,700
1630,SmCuSeO,950
1631,K3Pd,550
1632,Ce2In8Co,1350
1633,Na2ZrO3,1250
1634,Be2PdRh,1050
1635,CoH2(BrO3)2,1250
1636,ZrCuSiP,600
1637,LiYTl2,800
1638,BeV2Hg,1050
1639,Th2Fe2Si2C,850
1640,Ta2NiS5,650
1641,Nb3AlC2,900
1642,NbIO2,1200
1643,ThIn3,600
1644,KBa4Sb3O,1200
1645,Tb(Ni2P)2,700
1646,Cr2CuTe4,900
1647,MgFeSiO5,1250
1648,Ho5Si3,550
1649,ScBe2Si,1000
1650,K2NaTlO3,1250
1651,CaAl2O4,1300
1652,Ba4NbTc,550
1653,NaAl(MoO4)2,1300
1654,Li4V3Fe5O6,1250
1655,Fe4N,900
1656,Dy(FeB)2,700
1657,NiHg,600
1658,DyCuSi,650
1659,Be2TcSn,1050
1660,CrGaTe,500
1661,PrSb2Pd,800
1662,BeBiBr2,650
1663,PaCo3,550
1664,Yb3GaC,750
1665,V2HO4,850
1666,Li3DySb2,1200
1667,Be2Fe,1100
1668,TmMg3,1050
1669,KBaSe2,550
1670,LiNd2Os,500
1671,Pr(Re2Si)2,700
1672,KTiBe2,1050
1673,KAu5,600
1674,SmInRh2,500
1675,Ti2BeSn,650
1676,Sm3S4,750
1677,Nd3NbO7,1300
1678,Sr2SmTa(CuO4)2,1200
1679,NaC,900
1680,Mg3P2(HO)6,1300
1681,In5CuS8,600
1682,Rb4PbBr6,700
1683,ReH4NO4,1200
1684,BeTl2Rh,1000
1685,Ba4ScIr,600
1686,Hf2InMo,500
1687,Na3PaF8,750
1688,HfGa4Co,700
1689,HfTaTc2,1050
1690,Ba4MgCd,600
1691,CeNi2,1850
1692,Li3MnO4,500
1693,RePbClO4,1100
1694,NdGd2,700
1695,ZrCo2,500
1696,MnSn,700
1697,InRh,500
1698,LiCaN,1250
1699,Si3Os,500
1700,CaTi2O4,1200
1701,U2Co3Si5,950
1702,Ti3Sn,600
1703,V2CoO6,1200
1704,Ca2InN,850
1705,BeReMo,650
1706,CeYIn2,1250
1707,CeAs2Pd3,1100
1708,Li2Cr5(SiO)4,1250
1709,Ca(NiO2)4,1500
1710,BeFeW2,650
1711,Ba3NiSb2O9,1250
1712,Si3N2,1250
1713,Hf(VH2)2,700
1714,Ce(PRu2)2,1250
1715,Mn2As,700
1716,YB2,600
1717,TiAu,500
1718,Mn2Cd3O5,800
1719,Li5Ti2Co3,1300
1720,LiBeH3,900
1721,LiBe2Os,1000
1722,HoAgSe2,850
1723,ThNb4O2,1250
1724,Ca2MgSi2O7,1250
1725,NaNbO2,800
1726,NaScTl2,500
1727,Sm5Sb3,500
1728,Ba2Zn,600
1729,MnCoSe,600
1730,Ca(GaS2)2,800
1731,BeGa4Pt,600
1732,Re2AsPt,550
1733,MnTe2,700
1734,HfBePb2,1000
1735,Ba4ReSn,650
1736,Ca3BiSb,500
1737,LuHCl,650
1738,Ge3Sb2O9,1300
1739,MgMn2Be,650
1740,Y2CdPd,800
1741,Hf3(Cu2Si)2,950
1742,KTbS2,600
1743,HfAsPd,500
1744,ScBe2Re,1050
1745,Na2Sn2O3,1200
1746,Er2CuO4,1200
1747,YbNbO4,1200
1748,Ba4HfBr,550
1749,MgBi,600
1750,PbF2,750
1751,BaMgGe,600
1752,TiInPd2,500
1753,CaBeCd,1000
1754,CdSnSb2,500
1755,LiTl2InF6,850
1756,TiAsRh,500
1757,Li2AgSb,800
1758,MoPO5,1250
1759,NdTmMg2,700
1760,Na4BeZn,750
1761,Lu2GaCu,600
1762,KPuO3,1050
1763,PrB2Rh2C,800
1764,NdSnPt,1000
1765,TbCuSe2,950
1766,Zr3O,700
1767,Zr6Al6Rh7,1200
1768,Ac2NiGe,600
1769,BaMn4O8,1150
1770,BaSr2Te,500
1771,K2FeNi(CN)6,1150
1772,KZrBe,950
1773,Ba4FePd,650
1774,LiDyIn2,750
1775,Na3CdPCO7,1300
1776,RbNa7(CoO3)2,1150
1777,DyZnPO,800
1778,KHSeO3,1200
1779,NdTlAg2,550
1780,Nd3Si2ClO8,1300
1781,LiMg2Rh,750
1782,LiMg2Ag,1050
1783,YbBiAu,500
1784,BaTiF6,750
1785,LiZr2Os,600
1786,BSe2Cl,600
1787,HoAlAg2,500
1788,Th2CrN3,900
1789,LiBe2Ge,950
1790,BeCo2Os,650
1791,BaNd2FeS5,650
1792,CaCd2,650
1793,LaVO3,1550
1794,SmNiGe2,750
1795,Na2PHO3,1300
1796,Sc2Si2O7,1200
1797,LiNdGe,800
1798,Ti3In3Rh2,600
1799,Na6S2O9,1300
1800,ZrBe2Cd,1050
1801,HfTeSe4,500
1802,Li2P2WO8,1350
1803,Ta(NiTe)2,700
1804,BCl2,850
1805,DyB2Rh2C,800
1806,K2SiAs2,500
1807,UCuPO,950
1808,Y6FeSb2,500
1809,H4OF2,1250
1810,VMo2As,500
1811,PrNdTl2,550
1812,Ba(MnAs)2,700
1813,Na2HgSb,500
1814,Zn2GeS4,700
1815,BaNd2PdO5,1250
1816,NaNdTl2,500
1817,Na6BeO4,850
1818,Bi2B2O7,1250
1819,RbMnBi,650
1820,MnNiGe,600
1821,TiAlAu2,550
1822,MoPb3Cl2O5,1200
1823,TaAs,500
1824,Mn5NiO2,1200
1825,V2H,700
1826,ScPt,500
1827,YBe2Co,1000
1828,Nb2CrOs,500
1829,TiVTc2,1050
1830,KTcO3,800
1831,Zn2AgAu,500
1832,Ba4LiNb,750
1833,Ca2FeP2(H4O)2,1300
1834,TcC,750
1835,ZrCr2,500
1836,Ba3Fe2Cl2O5,1250
1837,MoC,800
1838,CrGaCo2,550
1839,Si2Ru,500
1840,Pr2ZnRu,500
1841,Ca2PAu,500
1842,B5Mo2,700
1843,TaBe2Os,1000
1844,YCdGa,500
1845,Co2B2O5,1300
1846,Tl2Ge2S5,750
1847,NdHO2,1100
1848,GaAsO4,1250
1849,Sn2OF5,750
1850,Be2PdBr,1000
1851,Be2FeSe,650
1852,Sc2OsPt,500
1853,Ca2MgGa,650
1854,EuCu,600
1855,HfMg,650
1856,TbAl4Ni,650
1857,Sm3Np,650
1858,Be2VCr,1050
1859,HfSiTe,500
1860,Pr3Y,750
1861,K2PbO3,1200
1862,Ba4TiPd,600
1863,TiSiPd,500
1864,BaMnSe4,600
1865,ZrBe2Sn,1000
1866,PbCO3,1350
1867,BeAlIr2,950
1868,LiCu(PO3)2,1250
1869,PrCuO2,850
1870,Mg2CrSbO6,1250
1871,KCO2,1300
1872,TlGaTe2,500
1873,Li3V3CoO8,1250
1874,Ho(CuSi)2,650
1875,Ho3GaC,500
1876,RbTa(GeO3)3,1250
1877,Sr3ZnRhO6,1250
1878,Ce(SiIr)2,1300
1879,Ba4MnNi,550
1880,Ho2AlOs,550
1881,ZrCdCu2,600
1882,ZrBe2V,1050
1883,KRuF6,850
1884,BeP2Br,700
1885,BaYI5,600
1886,CdCo3N,850
1887,PuNi2,800
1888,LiV2O2,1250
1889,Nd2UTe4,500
1890,SrGaSn,750
1891,Zr6CI2,700
1892,Rb3BS3,650
1893,KBeSi2,650
1894,Pm2AgIr,500
1895,Ni2P,750
1896,Hg2TeO3,1150
1897,HfBeRh2,1000
1898,Mg2Cu3Si,1000
1899,Rb2SnBr6,650
1900,Mg(ScSe2)2,650
1901,Ba4Al5,800
1902,AcInTe2,550
1903,Pr2CdPb,550
1904,BeHgBr,700
1905,CeZnGa,1350
1906,PaO2,800
1907,UH3,700
1908,Mn5As4,1150
1909,U2Cl5O2,700
1910,Ba2Re6S,800
1911,PrBiPd2,500
1912,RbYbO3,750
1913,Er(CrSi)2,550
1914,CeTlZn,1100
1915,Ti2MnSi,650
1916,Tb3TaO7,1250
1917,CrCuSe2,600
1918,K3PS4,700
1919,BeCdFe2,600
1920,Ca3Mg,600
1921,RbSO4F,1250
1922,LiCdAg2,800
1923,ScBe5,1100
1924,BeGa2W,650
1925,BeRePb,650
1926,Sr(CeS2)2,1400
1927,BeCoRu,700
1928,TlIO4,1200
1929,HfS2,600
1930,LiTaO3,1250
1931,Co2(GeSe)3,900
1932,Ta4FeP,750
1933,Pr3Ga,500
1934,Be2CdSe,1000
1935,HfSi,500
1936,BaCa3O4,800
1937,AlAgS2,600
1938,ErRu2,1100
1939,LaPt3C,1100
1940,ZrGe2,500
1941,MoSeS,650
1942,CaBePb,700
1943,Sc3TlC,800
1944,ZrCuSi,650
1945,MnBeP,600
1946,Ba4SrMn,600
1947,BH4O2F3,1300
1948,Zn2Cr2O5,1200
1949,CoBiO3,850
1950,MgBe2Mo,1000
1951,HoCuO2,900
1952,VTe,500
1953,K4CaU3O2,1250
1954,Te2Mo2WSe4,500
1955,CrCdTe2,500
1956,La2BeOs,1950
1957,Rb3TlO3,850
1958,ZrFeSb,550
1959,BeZnIn4,650
1960,LiTm2Au,500
1961,Na4Ti5O2,1250
1962,MgWF6,750
1963,Mn4OF6,1200
1964,AlCuS2,550
1965,Ba2MgH6,650
1966,Ba4YPt,550
1967,Sc2TcPt,1000
1968,Ca2NCl,800
1969,Rb(TeMo)3,500
1970,LiNi2P3,1250
1971,Dy4CdRh,650
1972,Al(CoS2)2,650
1973,BeCo2Hg,700
1974,CaMgBe2,1000
1975,YS2,600
1976,Na5NiSO2,800
1977,Pr(Al2Fe)4,750
1978,BaMoOs2,600
1979,CdSe,550
1980,Ba2MgIn,650
1981,NbGa3,600
1982,NbGe2,700
1983,PuBe3,1550
1984,LiTi2Ir,750
1985,LiFe2F6,1250
1986,TlAgF3,600
1987,KLi2Be,800
1988,NiAsPb,600
1989,HgAsO3,1200
1990,LiYb2Ga,500
1991,YbTlS2,550
1992,Hf23Se25,950
1993,LuZnPd2,500
1994,Ba4WCl,600
1995,EuHgPb,550
1996,CdTe,550
1997,OF3,1100
1998,Li3Au,1200
1999,Li4MnNi3(P2O3)2,1250
2000,MgAs4,650
2001,Hf2MoRh,500
2002,K3SiTe3,550
2003,YbErPd2,500
2004,Ca2Bi2O5,1200
2005,SmTaO4,1200
2006,NaSmHg2,500
2007,BeCo2Se,650
2008,LiAlB4,1350
2009,CaGe2O5,1250
2010,Ba2CdReO6,1150
2011,NbCl3O,750
2012,CaFeF6,850
2013,V2P4S3,650
2014,Li4MoO5,650
2015,Na2Cd(SO4)2,1350
2016,Ho2CuRh,600
2017,Ba2Cd(B3O)2,1350
2018,K2Ge2Pb2O7,1200
2019,Sc2TcHg,1050
2020,NbRu2Cl,550
2021,BeFe4Ge,750
2022,MnZn3,700
2023,Rb3Cr,500
2024,MnBe2Os,1050
2025,NdAgAs2,650
2026,Ba4CdGe,600
2027,BePd2W,950
2028,LuUO3,1100
2029,Be2GaPb,1000
2030,YBiPd2,500
2031,U3MnSb5,650
2032,VS2N3Cl2,1100
2033,PrCuSO,950
2034,Ho2Ru2O7,1250
2035,Sr4MgCo2(SO3)2,1200
2036,Ba2Nd2Co4O,1300
2037,NaTlO,800
2038,NdAl3,550
2039,Ca2BeFe,650
2040,SmSb,500
2041,MnSiRh2,550
2042,LaTiO3,750
2043,MnCdO3,800
2044,Sm2(Zn2Ge)3,750
2045,UGa5Ir,700
2046,HfNiGe,600
2047,Cr2O5,1200
2048,Ba4ReSi,650
2049,BaTa2Be,700
2050,AlV4C3,1050
2051,LiMn2Cr2O8,1200
2052,YbCo3B2,700
2053,PrGe2,700
2054,Cr3SbO8,1250
2055,LiBeP,850
2056,Na2MnO3,1250
2057,BeNbTl,950
2058,HoCoC,900
2059,Li2BeW,750
2060,FeAg2SnS4,650
2061,BaCuP,900
2062,BePd3,1100
2063,AsRuPt2,850
2064,LiGaNi2,600
2065,Rb2TlGaF6,750
2066,BeCu2Mo,650
2067,Pb4SeBr6,650
2068,Co5O8,1250
2069,DyIn,500
2070,SmAlGe,500
2071,Li3V2O6,1250
2072,Sr4MgFe2(SO3)2,1200
2073,BeCdSn2,650
2074,Ca2CuSbO6,1250
2075,CuO2F,1150
2076,Co3Pt,500
2077,Ta4Ni2C,2000
2078,Tm2CuAu,650
2079,BaVTe2,500
2080,CaMn4O8,800
2081,MgCN2,1050
2082,Be2ReCl,1000
2083,KBaTc,700
2084,Ho(SiRu)2,500
2085,CuNi3O4,800
2086,BeGaBr2,650
2087,MnNi2Sn,600
2088,AgCO3,1250
2089,Pt3PbC,750
2090,KLiMnS2,750
2091,Cr3N4,900
2092,Li3Tl,1200
2093,Na2TbPCO7,1300
2094,RbScO2,800
2095,ScAlCo2,500
2096,Ga(MoSe2)4,650
2097,Hg3(SeCl)2,900
2098,Ba2ScSbO6,1100
2099,CdCN2,900
2100,ZnSb2(XeF4)6,1300
2101,Ba(ZnP)2,700
2102,TbAg3,500
2103,CaCu3(Ru2O)2,1450
2104,Ba4TiRe,650
2105,Pm2CuRu,600
2106,Er(SiOs)2,600
2107,BaCd,500
2108,HoSi2Rh3,650
2109,MnAlGe,700
2110,H6PbCNCl3,900
2111,MgCrF6,750
2112,TbAlCu2,650
2113,BaO2,700
2114,TaNO,1200
2115,TaBeBi,700
2116,Li4Ni(BO3)2,1300
2117,LiSn4Ru,750
2118,V2Zn3(SiO)4,1300
2119,YIn3,600
2120,PrTlCd,600
2121,Ba2YTlCr2O7,1200
2122,Na2HgBi,500
2123,Li3Cu2F8,1450
2124,BeCo4Ru,650
2125,V3AsC,1050
2126,K2VAgS4,650
2127,YScAg2,550
2128,URh3,650
2129,Mn2CoSn,650
2130,TmLuIn2,550
2131,H(CO)2,1250
2132,TmMgAu2,650
2133,BePCl2,900
2134,TmTlO2,800
2135,ZnTcMo,800
2136,SrH4O3,1200
2137,MnBeNi2,1000
2138,YLuIn2,550
2139,Sr2AuN,850
2140,TlCoW,500
2141,Sr2H6Ru,700
2142,ZnPS3,650
2143,Li3Fe2(SiO4)2,1250
2144,GeRh,1050
2145,TmCd2,550
2146,Be2SiRu,1000
2147,NdCoGe3,700
2148,Re3Si,750
2149,HoCo2,550
2150,LiCrSiO4,1300
2151,TiBe2Cl,1000
2152,BaVHg,500
2153,Li2Cr3SbO8,1300
2154,MnAsRh,500
2155,NaSrNb2,500
2156,SmTmTl2,500
2157,Te2Pt,500
2158,VGe3,750
2159,BeCuP,650
2160,BaNb2O6,1250
2161,LuAgSn,550
2162,Tl6S,500
2163,ZrGa,550
2164,Ba2UNiO6,1200
2165,TaBeCr,1000
2166,Be2CuPt2,1050
2167,KRb2RhF6,1100
2168,TmBr3,650
2169,TiMn2,1300
